,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
22,0.7545365810394287,0.12143086421642234,0.0035862445831298826,0.0013578878400292169,logistic,1,"(23, 23)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (23, 23)}",0.4507042253521127,0.543859649122807,0.4365079365079365,0.41025641025641024,0.4222222222222222,0.4527483405947341,0.04756039614958718,162,0.6126629422718808,0.6109979633401222,0.5864197530864198,0.570230607966457,0.5831775700934579,0.5926977673516675,0.016542830789202292
23,1.6289659023284913,0.6998517668744597,0.003190946578979492,0.000977973068272034,logistic,1,"(24, 24)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (24, 24)}",0.43478260869565216,0.5454545454545454,0.4339622641509434,0.4394904458598726,0.47115384615384615,0.4649775715347266,0.04253065626281052,43,0.6055045871559633,0.5918367346938775,0.6133768352365416,0.562874251497006,0.5806451612903226,0.5908475139747422,0.017944191719516455
24,0.9141863346099853,0.05222172629762697,0.0031913280487060546,0.0009773616854775473,logistic,1,"(25, 25)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (25, 25)}",0.42857142857142855,0.46153846153846156,0.47540983606557374,0.45394736842105265,0.4661016949152542,0.45709064115300135,0.015885562747286693,103,0.6171328671328671,0.6103896103896104,0.6069469835466179,0.6268939393939394,0.6134615384615385,0.6149649877849146,0.006848100722105363
25,0.9417916297912597,0.045529546061474926,0.004387474060058594,0.002863278980071215,logistic,1,"(26, 26)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (26, 26)}",0.42063492063492064,0.5132743362831859,0.44029850746268656,0.41830065359477125,0.4661016949152542,0.45172174957983996,0.03525261863535072,182,0.6041666666666666,0.583710407239819,0.6175942549371634,0.562753036437247,0.5826612903225806,0.5901771311206953,0.018962031183501288
26,0.8783549308776856,0.1427159929985463,0.003190469741821289,0.0007461747445223891,logistic,1,"(27, 27)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (27, 27)}",0.44680851063829785,0.45217391304347826,0.4634146341463415,0.4240506329113924,0.47794117647058826,0.45287213587134095,0.017919713185889842,159,0.6286231884057971,0.5805785123966942,0.5907172995780591,0.5708955223880597,0.6149732620320856,0.5971575569601392,0.021510562071381495
27,0.8893409729003906,0.17132414703590573,0.0033903121948242188,0.0007988217961803435,logistic,1,"(28, 28)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (28, 28)}",0.44776119402985076,0.5041322314049587,0.484375,0.4420289855072464,0.48623853211009177,0.4728988185725162,0.023963134137663725,14,0.6022514071294559,0.5836820083682008,0.5948616600790514,0.5588235294117647,0.58298755186722,0.5845212313711385,0.014728964337973379
28,1.110750675201416,0.13169075048286327,0.004186487197875977,0.0009790174841422313,logistic,1,"(29, 29)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (29, 29)}",0.4198473282442748,0.49523809523809526,0.4696969696969697,0.4217687074829932,0.45535714285714285,0.45237189796009136,0.02878960592354762,173,0.615819209039548,0.5758293838862559,0.5880149812734082,0.6003898635477583,0.5779092702169625,0.5915925415927866,0.014918661356968935
29,1.195615530014038,0.1866417633388049,0.004599571228027344,0.0018526547486460631,logistic,1,"(30, 30)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (30, 30)}",0.43884892086330934,0.49572649572649574,0.42342342342342343,0.44966442953020136,0.49523809523809526,0.46057662217429635,0.029689860211246033,74,0.6167557932263814,0.5782608695652174,0.5691964285714286,0.5595744680851064,0.5864485981308412,0.582047231515795,0.019537456607476023
30,0.021343040466308593,0.00457541788338134,0.002991390228271484,0.0006306005720907447,logistic,1,"(1, 1, 1)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (1, 1, 1)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.03231210708618164,0.0022397502031921675,0.004189825057983399,0.001934048801482291,logistic,1,"(2, 2, 2)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (2, 2, 2)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.03201966285705567,0.0038725518173672734,0.003589487075805664,0.0004886946195007039,logistic,1,"(3, 3, 3)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (3, 3, 3)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.04099273681640625,0.004931083267023419,0.0023935317993164064,0.0004889669995307898,logistic,1,"(4, 4, 4)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (4, 4, 4)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.03630814552307129,0.004588756681131251,0.0035903453826904297,0.0007984638854830088,logistic,1,"(5, 5, 5)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (5, 5, 5)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.05046544075012207,0.006199540856379053,0.0027918338775634764,0.0007460853650655785,logistic,1,"(6, 6, 6)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (6, 6, 6)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.06442794799804688,0.006602946169623368,0.0035895347595214845,0.0007980593841392271,logistic,1,"(7, 7, 7)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (7, 7, 7)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.04109001159667969,0.01102340749583878,0.0029917240142822267,0.000630977360074873,logistic,1,"(8, 8, 8)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (8, 8, 8)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.045679664611816405,0.006505694562259871,0.002592658996582031,0.0004883054777557068,logistic,1,"(9, 9, 9)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (9, 9, 9)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.05056695938110352,0.01547104283589803,0.003093862533569336,0.0006632100307140431,logistic,1,"(10, 10, 10)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (10, 10, 10)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.07170968055725098,0.006825298437227118,0.003191518783569336,0.00039885113575428084,logistic,1,"(11, 11, 11)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (11, 11, 11)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0726058006286621,0.009719425691929514,0.0033908367156982424,0.0004890647809830869,logistic,1,"(12, 12, 12)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (12, 12, 12)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.08290886878967285,0.03059074640694733,0.003988885879516601,0.0006303743695557461,logistic,1,"(13, 13, 13)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (13, 13, 13)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.07941503524780273,0.015620099230070744,0.0031908035278320314,0.000746467628721318,logistic,1,"(14, 14, 14)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (14, 14, 14)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.09559664726257325,0.008423392590359971,0.003590250015258789,0.0007982970761579063,logistic,1,"(15, 15, 15)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (15, 15, 15)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.09075784683227539,0.004592299162745822,0.0037891387939453123,0.00039932748810037603,logistic,1,"(16, 16, 16)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (16, 16, 16)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.08272666931152343,0.007968102526425313,0.0027922630310058595,0.0007465187265865553,logistic,1,"(17, 17, 17)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (17, 17, 17)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.08417539596557617,0.013985600069403864,0.0037896156311035155,0.0011632277393127473,logistic,1,"(18, 18, 18)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (18, 18, 18)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.09744277000427246,0.013427893250579413,0.0031903266906738283,0.0009780508928175086,logistic,1,"(19, 19, 19)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (19, 19, 19)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.10741682052612304,0.006924159696099749,0.0031906604766845704,0.0007463147223815991,logistic,1,"(20, 20, 20)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (20, 20, 20)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.11230039596557617,0.007993423001049835,0.0031905174255371094,0.0007461618639360569,logistic,1,"(21, 21, 21)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (21, 21, 21)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.11848878860473633,0.017429025543494243,0.004387426376342774,0.0004882856365096232,logistic,1,"(22, 22, 22)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (22, 22, 22)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.15798330307006836,0.028759086720936734,0.0031905174255371094,0.0003989936737718901,logistic,1,"(23, 23, 23)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (23, 23, 23)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.16217198371887206,0.02281982815980947,0.004985666275024414,0.0020928511268254904,logistic,1,"(24, 24, 24)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (24, 24, 24)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.18271183967590332,0.06175118770480346,0.004187822341918945,0.0009767952912559362,logistic,1,"(25, 25, 25)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (25, 25, 25)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.10941019058227539,0.028431189021361637,0.003989505767822266,0.0006305302035395678,logistic,1,"(26, 26, 26)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (26, 26, 26)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.2248253345489502,0.03897478475038664,0.004685401916503906,0.0008733161185635239,logistic,1,"(27, 27, 27)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (27, 27, 27)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.18111109733581543,0.02505753893319981,0.004388141632080078,0.0011976005675954804,logistic,1,"(28, 28, 28)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (28, 28, 28)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.18032875061035156,0.0462799755970977,0.0051857948303222655,0.0019340133898361526,logistic,1,"(29, 29, 29)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (29, 29, 29)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.1608738899230957,0.04401336703733851,0.0051877498626708984,0.0014628440229078347,logistic,1,"(30, 30, 30)","{'activation': 'logistic', 'alpha': 1, 'hidden_layer_sizes': (30, 30, 30)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0549532413482666,0.050208469754371834,0.00418853759765625,0.002034569421390625,logistic,0.1,"(1, 1)","{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (1, 1)}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.14341378211975098,0.03444509550762847,0.0029919624328613283,0.0006307511268439436,logistic,0.1,"(2, 2)","{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (2, 2)}",0.43870967741935485,0.42696629213483145,0.25,0.5,0.45962732919254656,0.41508664906792664,0.0861403081952867,1161,0.5366269165247018,0.5805626598465473,0.6585365853658537,0.4984848484848485,0.4794908062234795,0.5507403632890862,0.06405579201767331
62,0.204253625869751,0.008703282583612358,0.0023932456970214844,0.0007977486369286304,logistic,0.1,"(3, 3)","{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (3, 3)}",0.3620689655172414,0.55,0.504424778761062,0.46,0.48484848484848486,0.472205817464321,0.06256157830408268,17,0.5682819383259912,0.5525114155251142,0.5155131264916468,0.6054158607350096,0.4975124378109453,0.5478469557777415,0.03829507730691543
63,0.21843414306640624,0.00505701515892573,0.0019943714141845703,3.9895058943465975e-07,logistic,0.1,"(4, 4)","{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (4, 4)}",0.4774193548387097,0.4482758620689655,0.2903225806451613,0.5205479452054794,0.46511627906976744,0.44037244710426876,0.07868369211070482,512,0.5484351713859911,0.6171284634760705,0.6461538461538462,0.5145985401459854,0.5875706214689266,0.5827773285261639,0.047004872211768106
64,0.2503636837005615,0.020718083925990432,0.0029916286468505858,0.0006307511628920234,logistic,0.1,"(5, 5)","{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (5, 5)}",0.43795620437956206,0.42424242424242425,0.42105263157894735,0.45454545454545453,0.5128205128205128,0.45010140183316133,0.033490842619110256,224,0.6174957118353345,0.5673758865248227,0.6061588330632091,0.6260504201680672,0.5985074626865672,0.6031176628556001,0.020202063694215358
65,0.26308321952819824,0.008551179500321271,0.002592611312866211,0.0007983090358022548,logistic,0.1,"(6, 6)","{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (6, 6)}",0.5031055900621118,0.42038216560509556,0.47674418604651164,0.5161290322580645,0.4580152671755725,0.47487611197005103,0.033936737166886555,12,0.5643564356435643,0.5580286168521462,0.5921259842519685,0.5582733812949641,0.5702479338842975,0.5686064703853881,0.012590380818439025
66,0.28474578857421873,0.009459247232274518,0.002194070816040039,0.00039939880371093746,logistic,0.1,"(7, 7)","{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (7, 7)}",0.4418604651162791,0.48507462686567165,0.44761904761904764,0.4634146341463415,0.4672131147540984,0.4610300943043251,0.015301818629425049,71,0.629080118694362,0.6455696202531646,0.5743329097839899,0.6455479452054794,0.6509433962264151,0.6290947980326822,0.028349079992700473
67,0.2941195011138916,0.007177854811104416,0.003094053268432617,0.00048607640892037255,logistic,0.1,"(8, 8)","{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (8, 8)}",0.41721854304635764,0.45454545454545453,0.3901098901098901,0.38571428571428573,0.4966442953020134,0.42884756620163694,0.041817736279629196,910,0.6596434359805511,0.6354775828460039,0.6346433770014556,0.6256781193490054,0.6413043478260869,0.6393493726006205,0.011311156020088638
68,0.3133707523345947,0.012470316444906496,0.0029923439025878905,0.0006311281491847768,logistic,0.1,"(9, 9)","{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (9, 9)}",0.4502923976608187,0.45098039215686275,0.43386243386243384,0.3878787878787879,0.5149700598802395,0.44760066623893263,0.04074764876849226,283,0.6462480857580398,0.6090342679127726,0.6501501501501501,0.6661585365853658,0.6463068181818182,0.6435795717176294,0.01876656074440138
69,0.3791027069091797,0.04474149052530838,0.002792024612426758,0.00039882688417429066,logistic,0.1,"(10, 10)","{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (10, 10)}",0.4411764705882353,0.4507042253521127,0.3591549295774648,0.4594594594594595,0.5,0.4421019845615397,0.046032003022289325,440,0.6687402799377916,0.6596958174904943,0.655448717948718,0.6625954198473283,0.6827956989247311,0.6658551868298126,0.00950960796553895
70,0.39974017143249513,0.03219488553183131,0.003390598297119141,0.0007970098015036707,logistic,0.1,"(11, 11)","{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (11, 11)}",0.48,0.44242424242424244,0.4378698224852071,0.42934782608695654,0.45161290322580644,0.44827627551076865,0.017440458704188987,259,0.676829268292683,0.6600985221674877,0.6884984025559105,0.6570996978851964,0.6793002915451894,0.6723652364892934,0.011931559537872657
71,0.45161075592041017,0.11498617402383852,0.0029997825622558594,0.0009017884655454831,logistic,0.1,"(12, 12)","{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (12, 12)}",0.4143646408839779,0.4748603351955307,0.460431654676259,0.4508670520231214,0.4530386740331492,0.45069115977455704,0.02004305187375716,214,0.6634078212290503,0.6932773109243697,0.6985172981878089,0.6566666666666666,0.6557377049180327,0.6735213603851856,0.01853492522089833
72,0.37834925651550294,0.012145975447761777,0.0027919292449951174,0.0007462386413758896,logistic,0.1,"(13, 13)","{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (13, 13)}",0.44692737430167595,0.4340659340659341,0.42021276595744683,0.41317365269461076,0.44505494505494503,0.4319010959072072,0.013346623398055348,807,0.655367231638418,0.6442048517520216,0.6822916666666666,0.6743801652892562,0.6625514403292181,0.6637590711351161,0.013494543905972071
73,0.40726637840270996,0.0058396272045004,0.002391338348388672,0.00048706274712544817,logistic,0.1,"(14, 14)","{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (14, 14)}",0.4530386740331492,0.4888888888888889,0.4177215189873418,0.4729064039408867,0.4817073170731707,0.46285537382226477,0.02555465790644983,60,0.6815642458100558,0.6706231454005934,0.6981132075471698,0.697350069735007,0.6951951951951952,0.6885691727376042,0.010800239113785663
74,0.43050370216369627,0.005724118873687555,0.0025930404663085938,0.0004885192613241603,logistic,0.1,"(15, 15)","{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (15, 15)}",0.43103448275862066,0.4722222222222222,0.45294117647058824,0.4943820224719101,0.489010989010989,0.46788768545779613,0.023455798567690474,26,0.6725403817914831,0.6967095851216023,0.7113095238095238,0.7096317280453258,0.6707317073170732,0.6921845852170017,0.017531471082534493
75,0.4441988945007324,0.009969983594581306,0.003390598297119141,0.0013527399837504842,logistic,0.1,"(16, 16)","{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (16, 16)}",0.48148148148148145,0.5098039215686274,0.3860759493670886,0.4381443298969072,0.4444444444444444,0.4520412969972219,0.04196437050013663,176,0.7203125,0.7140549273021002,0.7352941176470589,0.7227011494252874,0.7310924369747899,0.7246910262698474,0.007611324578164059
76,0.4857943534851074,0.013386924972088368,0.003191041946411133,0.0007468502142753349,logistic,0.1,"(17, 17)","{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (17, 17)}",0.4074074074074074,0.4620253164556962,0.4271356783919598,0.3812154696132597,0.46511627906976744,0.42857612326957933,0.03207770783874975,918,0.6960651289009498,0.7358184764991896,0.6938483547925608,0.7181409295352323,0.7361111111111112,0.7159968001678088,0.018384269363151746
77,0.5188224792480469,0.02310303432855212,0.0031912803649902345,0.0007469138250307604,logistic,0.1,"(18, 18)","{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (18, 18)}",0.4350282485875706,0.46195652173913043,0.37058823529411766,0.4484536082474227,0.44886363636363635,0.4329925710598853,0.03232108934689931,774,0.690856313497823,0.7121879588839941,0.7067082683307332,0.7130177514792899,0.7182080924855492,0.7081956769354778,0.009405371784149644
78,0.5563254356384277,0.05982705712037741,0.002791595458984375,0.0003988511642578561,logistic,0.1,"(19, 19)","{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (19, 19)}",0.4791666666666667,0.49404761904761907,0.432258064516129,0.4129353233830846,0.4342857142857143,0.4505829115217398,0.030745608143058444,215,0.7104895104895105,0.7140864714086471,0.7205056179775281,0.7142857142857143,0.7142857142857143,0.7147306056894229,0.003229502163378882
