danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature,label
0.642,0.79,11,-6.8,0,0.0681,0.151,0.000583,0.305,0.613,114.96,4pHQ9RYFhn3W0ha5KEuMnj,4,saved
0.475,0.703,0,-4.9,0,0.034,0.0344,1.96e-06,0.0723,0.299,88.518,1JY6B9ILvmRla2IKKRZvnH,4,saved
0.795,0.568,5,-7.817,0,0.142,0.0541,0.0,0.108,0.478,136.173,0B8QzDH7YWih85V5SEMnyJ,4,saved
0.583,0.719,6,-5.643,1,0.035,0.00184,0.0356,0.0919,0.299,123.999,3ym8RPF4EQPqtW0v8G44BT,4,saved
0.659,0.526,1,-7.318,1,0.14,0.45,0.0,0.292,0.495,139.748,3H37ijjdmKz0dQLgUGzpjx,4,saved
0.515,0.686,0,-6.258,1,0.0929,0.00324,0.505,0.0647,0.148,140.013,63yesoRJgXT5QALryYFV0X,4,saved
0.678,0.415,0,-11.561,1,0.139,0.665,0.0,0.106,0.333,114.987,1Xl0Rt4bMdEw5n0nMax2qH,4,saved
0.722,0.654,11,-5.419,0,0.173,0.198,5.73e-06,0.0891,0.418,81.984,5csdNgCD64XzhsyoRlhzsa,4,saved
0.845,0.399,1,-7.509,1,0.309,0.00525,0.74,0.102,0.148,143.049,0tdCy39PgWN8LFWu34ORn3,4,saved
0.344,0.73,8,-6.582,1,0.0486,0.0125,0.00039,0.0966,0.0769,93.702,3mha0HzD52axbosG3H4Xsm,4,saved
0.482,0.781,11,-5.334,1,0.412,0.629,2.87e-06,0.413,0.336,57.967,1MksGqIztTT6M9R1ErKVs8,5,saved
0.626,0.583,10,-7.574,0,0.0435,0.105,0.0,0.115,0.335,127.956,0wzPHTgOtFIDhk2rD3Au4x,4,saved
0.532,0.899,0,-5.935,0,0.244,0.531,0.000146,0.0957,0.436,85.0,1M0g1beKC4H9gbrOiSayHW,4,saved
0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,3swc6WTsr7rl9DqQKQA55C,4,saved
0.711,0.673,8,-6.305,1,0.32,0.055,0.0,0.064,0.673,177.016,1yTJYoSpt2E5h9QltN1ndw,4,saved
0.607,0.519,0,-11.863,1,0.0343,0.224,6.49e-06,0.105,0.274,139.984,7hugPUOp00XWz961cOIN7f,4,saved
0.518,0.643,6,-10.681,0,0.0627,0.395,0.00241,0.502,0.782,143.786,0gsR9ucvSGDrYPn8aH4xV0,3,saved
0.733,0.823,8,-5.32,1,0.04,0.00701,0.000433,0.0843,0.761,76.012,7zfJjH6h8AFK0E5hM9ZNXn,4,saved
0.655,0.636,1,-7.84,1,0.0453,0.109,0.237,0.0842,0.185,160.01,5oAOK7xCJD8hzp9PuxjULL,4,saved
0.292,0.334,6,-10.679,0,0.0378,0.839,0.345,0.151,0.148,67.836,2mdEsXPu8ZmkHRRtAdC09e,4,saved
0.618,0.582,1,-9.454,1,0.297,0.625,3.84e-06,0.265,0.48,90.035,5qN4HFkapdAOV94XPryVof,4,saved
0.722,0.331,8,-7.789,1,0.0725,0.337,0.283,0.146,0.102,143.974,7EiZI6JVHllARrX9PUvAdX,4,saved
0.574,0.563,2,-8.543,0,0.0292,0.56,9.39e-05,0.323,0.67,134.083,2x8Ljij15QYLZMwYZWwiLH,4,saved
0.788,0.328,0,-9.991,1,0.392,0.0207,2.53e-06,0.118,0.213,137.85,4gowy3WT6D1yhMLgRBlf9C,4,saved
0.624,0.568,9,-5.664,1,0.143,0.0301,0.0,0.25,0.115,149.857,05r1GGg1Rhs0RcUg27C82a,4,saved
0.531,0.865,1,-3.389,0,0.0536,0.481,0.0,0.22,0.582,79.97,7IP72Pw6reOTDZrpLVtOFT,4,saved
0.701,0.417,6,-7.818,0,0.0329,0.0888,0.000648,0.375,0.186,95.003,4YZbVct8l9MnAVIROnLQdx,4,saved
0.707,0.484,9,-6.579,0,0.0481,0.891,0.00344,0.256,0.43,92.988,25YvGDl2zSE0pH8jrMZ6aY,4,saved
0.683,0.481,8,-9.174,0,0.075,0.191,0.736,0.0907,0.47,120.001,7jZHUhAmW5oq1cq6s8IxmK,4,saved
0.486,0.49,4,-12.393,0,0.0347,0.152,0.0,0.0778,0.235,148.976,0UAsTdeDE8UbXBOHQD1Hri,4,saved
0.625,0.524,1,-8.227,0,0.0369,0.361,2.67e-06,0.0826,0.191,139.968,7jGr8wzgwOVLuktY66qM5f,4,saved
0.588,0.674,7,-7.083,1,0.171,0.0319,7.55e-06,0.122,0.198,193.893,12C1XYFQGZYXRYJNbsgDc7,4,saved
0.633,0.978,5,-3.815,1,0.185,0.0178,0.0916,0.143,0.506,134.942,6NIPXOGeimWuc11MiBkKnj,4,saved
0.405,0.689,10,-5.75,1,0.0365,0.0843,0.0,0.207,0.397,155.189,1S30kHvkkdMkcuCTGSgS41,4,saved
0.431,0.19,9,-9.362,1,0.0371,0.859,0.0,0.1,0.128,76.925,5MKfN1QC8ZWKeQGDFJSxaq,4,saved
0.634,0.69,6,-7.804,1,0.052,0.0771,0.0,0.132,0.645,94.988,6OtCIsQZ64Vs1EbzztvAv4,4,saved
0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128,4CxFN5zON70B3VOPBYbd6P,4,saved
0.859,0.623,2,-8.596,1,0.106,0.0248,0.0,0.125,0.482,105.45,3a8tAZFJxlmBwOtrf5L1oC,4,saved
0.347,0.672,7,-6.661,1,0.52,0.0118,0.000154,0.245,0.565,195.225,7pMS0byKI7V1Mpl0SlWEDq,4,saved
0.334,0.402,6,-9.552,0,0.0355,0.234,1.88e-05,0.576,0.307,123.733,2QulT0LDnhH7011gzjFvLS,3,saved
0.73,0.638,6,-5.32,0,0.0336,0.0999,0.0,0.131,0.893,103.049,2EgIkNeq1Tsx1JamvF6JWg,4,saved
0.779,0.56,10,-7.564,0,0.253,0.258,0.0,0.241,0.421,142.032,1r0faljjM2b876iNoaDUh5,4,saved
0.446,0.177,2,-19.427,1,0.035,0.871,0.426,0.281,0.118,124.026,2N7jeqGCdaPeXHuudTBO73,4,saved
0.635,0.304,9,-10.24,0,0.0334,0.896,0.0,0.299,0.353,99.882,2ou8RbZfSnESGe9YYC7xJ4,4,saved
0.396,0.554,0,-5.048,1,0.0488,0.222,0.0,0.612,0.17,117.384,2Zy7XVdxyZQB8xp5xbpJdl,4,saved
0.629,0.583,2,-6.274,1,0.0415,0.142,0.0,0.118,0.492,147.036,61vlvG3pr4djrXPtHPdXII,4,saved
0.644,0.607,2,-5.437,1,0.0368,0.0347,0.0,0.169,0.327,112.167,6vUQzZNArn4nHVGBjvsO79,4,saved
0.461,0.102,7,-13.05,1,0.0897,0.967,2.1e-06,0.164,0.259,71.835,0fB77VOZ2FkQeKLv1DuEwp,4,saved
0.489,0.57,1,-10.291,1,0.306,0.759,2.1e-06,0.179,0.584,185.516,749SJvmRHD43wFUnBtUJ36,4,saved
0.472,0.909,7,-5.349,1,0.0584,1.95e-05,0.00277,0.644,0.388,155.311,7gPd55hW5pVjTm3H9S1Wbv,4,saved
0.504,0.705,6,-8.205,0,0.364,0.0752,0.0,0.128,0.584,175.483,6Ius4TC0L3cN74HT7ENE6e,4,saved
0.395,0.567,9,-7.687,0,0.0529,0.148,0.0,0.381,0.186,133.403,0AAyo5bMIVgVxv9DF6XV2B,4,saved
0.281,0.73,9,-5.862,1,0.0418,0.00883,1.49e-06,0.331,0.732,169.608,4yG9HRcT4tdz9PmMb5k2ZG,4,saved
0.599,0.553,5,-8.176,1,0.0325,0.448,0.905,0.137,0.191,120.025,2gpVdtEWFwUyl6uLLmvBzW,4,saved
0.498,0.604,10,-5.197,0,0.243,0.0264,0.0,0.224,0.38,137.889,3IMZ6j3mlRQYsatEuzt0Y3,4,saved
0.823,0.617,7,-8.21,1,0.248,0.0465,0.0,0.11,0.304,110.007,1gZNqH0rDxD1mXLeul1Qq7,4,saved
0.557,0.61,1,-9.899,1,0.111,0.0691,0.0117,0.341,0.128,155.966,2wbdVe8yLVVQ6Dt7neZdr2,4,saved
0.801,0.543,5,-9.236,1,0.091,0.564,0.0,0.116,0.534,133.982,1HNs07uZxZniPNmniw2GTa,4,saved
0.677,0.942,11,-6.105,0,0.16,0.124,0.0132,0.0819,0.598,173.991,3rsx3pDYM3a08O0Yu3Tq6V,4,saved
0.71,0.486,11,-6.221,0,0.251,0.0641,0.0,0.112,0.17,133.284,4BP0An7SXctTY4kF41JxIQ,4,saved
0.391,0.644,6,-6.97,0,0.0366,0.269,0.0,0.0976,0.439,184.105,72ZOE09GdMde5xk9Q4jtHK,4,saved
0.433,0.949,7,-4.395,1,0.151,8.25e-05,0.0,0.0572,0.429,84.864,67MudlrE6QB0cpjuVMbgSH,4,saved
0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,0dOg1ySSI7NkpAe89Zo0b9,4,saved
0.741,0.556,7,-6.647,0,0.0947,0.22,0.0,0.0981,0.616,140.056,3UhRsQVrELOATEiY7E9X2T,4,saved
0.751,0.597,9,-6.59,0,0.125,0.0659,0.0,0.0881,0.159,123.997,6o4nVtywF4F75RkOcDxrtd,4,saved
0.754,0.663,6,-6.311,0,0.427,0.0555,0.0,0.101,0.207,90.195,0Veyvc3n9AcLSoK3r1dA12,4,saved
0.825,0.9,8,-5.516,1,0.108,0.128,0.0,0.039,0.88,127.979,2uY4vcY7IWuEM5LQ0iQfrC,4,saved
0.307,0.625,5,-8.983,0,0.062,0.472,0.000577,0.144,0.183,180.467,4fiYSa6ln7h0scprgNEs0g,3,saved
0.855,0.694,2,-4.393,1,0.169,0.371,0.0,0.109,0.49,122.078,0dbTQYW3Ad1FTzIA9t90E8,4,saved
0.832,0.427,8,-8.516,0,0.257,0.0474,0.0,0.101,0.369,99.935,6KziiQUOoCmC7Kc7Rv4jar,4,saved
0.47,0.676,6,-6.449,0,0.0334,0.153,1.06e-05,0.111,0.298,153.091,3lqrCvTI9YRt62FR5JSTom,4,saved
0.766,0.234,11,-7.544,0,0.159,0.332,0.00156,0.358,0.256,96.882,6MbH1QiphMCPTqVEVC7UYi,4,saved
0.881,0.546,2,-7.566,1,0.12,0.00296,4.72e-06,0.226,0.276,140.032,0GR7iJLhj80KD5LkA14ZRn,4,saved
0.787,0.635,4,-8.282,0,0.153,0.0255,0.0,0.356,0.238,130.014,07GilNHSfS5oicUgHgU7VG,4,saved
0.296,0.518,9,-9.571,0,0.0489,0.745,3.31e-05,0.462,0.0755,183.672,51LmI5GE3tHKISLNZMjDPC,4,saved
0.429,0.43,2,-11.373,1,0.165,0.337,1.18e-05,0.138,0.125,174.984,4MSjMv3kpbLEeyGfIh52qH,4,saved
0.838,0.505,1,-9.354,1,0.383,0.548,0.00127,0.211,0.407,110.029,5kpnUpMNV9dPNCKY7JtW3Q,4,saved
0.651,0.55,7,-8.216,1,0.0496,0.0403,0.0,0.165,0.119,107.571,6ImxYXeLDQPIv4qo7bMhSk,4,saved
0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,3AYcyxEACnmE6d96RPubID,4,saved
0.681,0.524,4,-7.47,0,0.327,0.212,2.13e-06,0.112,0.15,96.183,40FrkaBaV1XUfpUH1W6319,4,saved
0.647,0.59,6,-9.931,1,0.247,0.0609,0.0,0.381,0.415,92.275,7lidCG4c4lX6hIRXt0MKVA,4,saved
0.677,0.623,2,-7.544,1,0.193,0.0287,8.88e-05,0.147,0.512,157.011,4GvhvCrqxhpyMBUzwdDC0T,4,saved
0.671,0.655,5,-9.443,0,0.22,0.451,0.0,0.233,0.815,105.096,725fdnXEqS0Xs1sTvdNuHq,4,saved
0.627,0.86,7,-5.432,1,0.106,0.0644,0.0,0.18,0.778,155.023,6elqRNi0rCTNS9MYufCKNY,4,saved
0.491,0.944,5,-2.399,0,0.224,0.235,0.000712,0.697,0.457,163.205,4cn4Sd7ZU16swT7cE0gmDN,4,saved
0.652,0.795,11,-5.192,0,0.174,0.156,0.0,0.123,0.788,135.018,0v9Wz8o0BT8DU38R4ddjeH,4,saved
0.521,0.77,8,-5.204,1,0.495,0.443,0.0,0.204,0.421,81.05,3eRu1vN9EBHm9DqzYpjCp3,4,saved
0.43,0.598,7,-6.797,0,0.338,0.0643,1.02e-06,0.245,0.495,175.573,1NWmp48T5k0JyPguEjQWeN,4,saved
0.424,0.437,2,-8.588,1,0.0355,0.962,0.336,0.664,0.131,174.127,0jZO7p0nBUi9VHedWUBS9l,3,saved
0.772,0.826,0,-5.135,1,0.0344,0.0176,8.56e-06,0.383,0.871,119.995,52a6VcF23v5HB7KfDEmBHq,4,saved
0.687,0.613,5,-6.344,0,0.339,0.00742,0.0,0.088,0.424,78.867,1rmbyt81JBf4QO9dLzaIUS,4,saved
0.761,0.696,11,-5.811,0,0.241,0.114,0.0,0.559,0.272,114.957,3u9HxfcMCFYwJ2R0nkpDWV,4,saved
0.863,0.576,5,-5.687,0,0.239,0.124,0.0,0.143,0.832,132.054,55OdqrG8WLmsYyY1jijD9b,4,saved
0.23,0.492,8,-5.767,1,0.0317,0.568,8.18e-06,0.176,0.262,160.139,57uX2vR9j9DNiANDYfXw1i,4,saved
0.883,0.616,0,-7.218,0,0.274,0.014,1.48e-06,0.0967,0.482,141.969,1BSA5I386L2IAmFQURYjIz,4,saved
0.425,0.451,9,-7.307,1,0.0293,0.505,0.0,0.136,0.324,157.25,673WCjn0SxKJD4qRKczaCk,4,saved
0.454,0.423,9,-7.286,1,0.0552,0.544,0.0,0.0538,0.245,170.162,3MhNgzZwFtUF6jSr6pRSkW,4,saved
0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,1HNkqx9Ahdgi1Ixy2xkKkL,4,saved
0.542,0.755,1,-3.68,1,0.0614,0.0232,0.0,0.225,0.267,168.22,7lxZbmtC6SkUc2yXBgDOdO,4,saved
0.679,0.599,10,-5.7,0,0.161,0.176,0.0,0.0708,0.464,118.997,7vAtyxWiSO24Q6tVj7LOGo,4,saved
0.611,0.684,7,-6.485,0,0.0607,0.00387,0.0,0.047,0.43,91.072,2V1jR8mxrYCD9nXaem1tMz,4,saved
0.596,0.539,2,-9.318,1,0.0472,0.0419,0.0317,0.0783,0.117,89.966,01YmDEvbiVb5q5eCGNlB6U,4,saved
0.707,0.462,1,-6.696,1,0.117,0.0732,0.0,0.199,0.547,83.994,7hBRNyuEkGR4qj5nTDGTry,4,saved
0.544,0.394,6,-8.369,1,0.0501,0.487,0.000404,0.0567,0.674,109.92,0wUlGPa8He68F9TmLKdcL4,4,saved
0.528,0.759,6,-6.476,1,0.284,0.0303,0.0,0.103,0.801,183.276,0zg5XJPiga7E5FxiehriG2,5,saved
0.704,0.431,8,-7.893,1,0.131,0.185,0.0972,0.249,0.346,146.003,2KBzUcKeNdsujWiK3djHvd,4,saved
0.597,0.387,7,-7.743,1,0.0266,0.22,0.0,0.101,0.375,99.559,5mTWswr9wH6pggH8vsJYaj,3,saved
0.657,0.836,11,-6.075,0,0.196,0.0493,0.00366,0.367,0.049,107.352,3YjQfsV7vIDj0eovuUlbK7,4,saved
0.568,0.619,1,-6.899,1,0.414,0.138,1.67e-06,0.11,0.293,170.115,4iYRa2btalAzPZoSYfROqF,4,saved
0.642,0.289,9,-9.918,1,0.0367,0.669,0.0,0.18,0.407,84.996,1XpYodsD36XN7ygcdF7mJJ,4,saved
0.597,0.856,10,-7.089,0,0.0431,0.209,0.0159,0.278,0.771,131.95,1Kp6WFxRzc0sRBmGSgIYat,4,saved
0.186,0.428,9,-8.791,0,0.032,0.649,0.000145,0.0877,0.273,163.975,7mUIArtwutOJoJ4rF3r0ZD,4,saved
0.665,0.908,2,-4.804,1,0.188,0.0503,0.0,0.0798,0.694,98.811,7CdABTaND3EW5cETakiBD3,4,saved
0.752,0.703,5,-3.417,0,0.213,0.144,0.0,0.325,0.641,149.988,1Dk3CfJEtqvj7Xg2AWwfEn,4,saved
0.646,0.65,2,-6.491,1,0.0278,0.14,9.65e-06,0.0999,0.52,100.05,2Z7RLfJdXXkXUmvMJxkNJo,4,saved
0.279,0.454,2,-7.733,1,0.0316,0.395,0.0,0.198,0.216,150.661,6lTTzSk1hRrxp4VMwXBp2l,4,saved
0.597,0.679,6,-5.401,1,0.39,0.115,0.0,0.231,0.3,79.95,4IJ7ZoJ8z8cAIbqYShF3ZZ,4,saved
0.576,0.326,11,-7.668,0,0.0933,0.834,0.0,0.103,0.432,82.442,2zY8W4sR9Zzf7M34IZbq6n,4,saved
0.556,0.702,0,-10.079,0,0.205,0.517,0.0,0.342,0.793,155.948,43gbLfqBpR28HGXpnueYIe,4,saved
0.676,0.969,1,-2.696,1,0.208,0.0868,0.0,0.0651,0.938,153.663,0A7hubg7Nem8b3NO9v1RtT,4,saved
0.681,0.484,1,-9.978,1,0.0563,0.641,0.00631,0.115,0.646,143.044,6UlVoivrSMVoyhdc5S2tVk,4,saved
0.465,0.487,11,-8.743,1,0.0399,0.0483,0.344,0.0951,0.203,97.847,4OxtqhSBnOsgGc1yfYAfOn,4,saved
0.562,0.554,0,-6.114,1,0.026,8.74e-05,2.14e-06,0.115,0.246,82.064,1kntApJbCWNPajWjt23eEO,4,saved
0.697,0.675,7,-4.688,1,0.317,0.275,0.0,0.0767,0.292,158.133,0jPLBur1qXRfj3pbuJSX03,4,saved
0.786,0.75,5,-5.137,1,0.0496,0.213,5.62e-06,0.0869,0.656,119.967,6p9vTtbwiVHMahR5UwNI7k,4,saved
0.621,0.351,1,-12.482,0,0.0411,0.403,0.000253,0.325,0.277,145.978,2rzpeCJ9pACIsbDo071pQz,4,saved
0.429,0.746,0,-4.937,1,0.0582,0.00512,0.0,0.21,0.447,125.179,6mcn4XZlqytScW2UYk6J19,3,saved
0.515,0.87,7,-3.651,1,0.0588,0.0107,0.0,0.0679,0.435,92.043,6YUVY9hQSUnBve3MBRw1wd,4,saved
0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,4B0JvthVoAAuygILe3n4Bs,4,saved
0.925,0.443,1,-8.216,1,0.264,0.0172,0.0,0.276,0.35,136.078,2bjwRfXMk4uRgOD9IBYl9h,4,saved
0.573,0.466,8,-8.972,1,0.042,0.459,2.2e-06,0.0485,0.713,121.063,4wVitIGeGw9a5j67wVCBs6,4,saved
0.489,0.595,4,-8.106,0,0.0374,0.00439,0.878,0.0855,0.56,170.05,2eMh8ISgK9dylE51SJUixA,4,saved
0.507,0.932,1,-4.501,0,0.0762,0.0592,0.0,0.302,0.311,114.961,7EvAlx0lOLbZgCKH50wnUU,3,saved
0.557,0.845,8,-2.926,0,0.0346,0.0303,0.00851,0.354,0.508,123.997,3vooOYHU0Fi3ViCG7Ozh0Y,4,saved
0.586,0.576,0,-7.732,0,0.133,0.0297,0.000171,0.16,0.307,79.986,2ZBr6a8ecFqLJA0lcvFPCc,4,saved
0.705,0.453,3,-8.174,1,0.196,0.257,0.0,0.143,0.283,124.942,1Uq3IOIy1CUlHUgP6vWpum,4,saved
0.516,0.257,7,-11.805,1,0.0303,0.656,1.88e-05,0.0852,0.27,82.233,3PuDXvoh279fd5sMDgU3te,3,saved
0.494,0.194,0,-8.965,1,0.0352,0.699,2.98e-05,0.0803,0.161,135.753,4Q6Kuze3wNMQRjamyBjHUR,3,saved
0.652,0.438,0,-13.41,1,0.0365,0.686,0.0,0.405,0.603,113.876,61EWaBiVcfBocqHcXkfUR6,4,saved
0.749,0.588,11,-6.149,1,0.0734,0.3,0.0,0.0957,0.425,86.987,0cIZHBaBYJinNPzYLkv49W,4,saved
0.572,0.868,4,-5.811,1,0.058,0.0457,0.0,0.204,0.491,128.142,3AYlkW7zXQWjaIlSjkRHES,4,saved
0.877,0.391,1,-8.196,1,0.063,0.0317,0.000502,0.0945,0.122,131.018,6UjfByV1lDLW0SOVQA4NAi,4,saved
0.609,0.655,1,-7.985,0,0.507,0.105,0.0,0.0939,0.316,160.415,4jURQLDdnZp6l3PsvxJaZk,4,saved
0.794,0.632,0,-6.163,1,0.0649,0.142,0.0,0.128,0.355,145.926,6fujklziTHa8uoM5OQSfIo,4,saved
0.495,0.546,11,-8.878,1,0.0422,0.0182,5.26e-06,0.067,0.205,90.067,3AF6JW5zzVmSkQWIKMVYqh,4,saved
0.454,0.353,1,-10.27,1,0.0263,0.824,0.0,0.101,0.496,99.921,6Fwcm2VWjJuiaHXu462fbe,4,saved
0.498,0.59,10,-6.194,0,0.0483,0.168,0.0,0.142,0.223,131.998,1oxRy7LzzzV9g6oaWoFON5,4,saved
0.737,0.885,9,-5.547,0,0.206,0.0132,0.0,0.0821,0.752,112.877,36YCdzT57us0LhDmCYtrNE,4,saved
0.639,0.888,7,-4.988,1,0.207,0.282,0.0,0.298,0.798,182.014,3Etoh6lIZlUmrvGAkya3xl,4,saved
0.75,0.797,3,-5.097,1,0.133,0.292,0.0,0.376,0.637,133.974,51x3XywvkwlEBCzunhWoc8,4,saved
0.663,0.934,5,-4.227,0,0.0348,0.0646,0.0,0.164,0.621,110.031,44kgtDJyAFv4Z01z7bIxco,4,saved
0.473,0.603,9,-6.875,0,0.0319,0.0549,6.25e-06,0.115,0.234,94.984,2G7QCDuRM7rTj0pX21e0xk,4,saved
0.377,0.371,8,-13.419,1,0.0529,0.942,0.0506,0.108,0.0821,122.17,2Czp64BykWyWfIssRXQZvT,4,saved
0.787,0.492,10,-6.574,0,0.256,0.365,2.47e-05,0.239,0.241,130.016,2zGvXOnaY9owBpYz3ZLjw5,4,saved
0.36,0.636,1,-7.967,1,0.0421,0.0635,1.4e-05,0.498,0.297,108.768,4jxPH97H0588rcNTRpxKz4,4,saved
0.739,0.717,1,-7.334,0,0.0928,0.00827,0.0,0.0984,0.0888,102.033,6Fv2Lc03wz33j7QjktT6S2,4,saved
0.362,0.79,2,-5.105,1,0.284,0.139,0.0,0.373,0.409,110.412,6Vkpe06Bc5pbTrr9IBzOrs,3,saved
0.606,0.499,7,-11.117,0,0.053,0.571,4.86e-06,0.122,0.857,114.708,6IyQKayBc5dwhaqTNrfNfu,4,saved
0.702,0.607,2,-6.509,1,0.0405,0.364,0.0263,0.123,0.436,116.961,1o22EcqsCANhwYdaNOSdwS,4,saved
0.729,0.672,7,-6.749,1,0.282,0.0265,0.0,0.244,0.595,159.903,20fAoPjfYltmd3K3bO7gbt,4,saved
0.654,0.565,4,-8.741,0,0.196,0.345,0.0,0.157,0.207,140.079,4WmS1ZuledEAlrpJv1E22s,4,saved
0.896,0.423,8,-7.987,1,0.44,0.02,0.0,0.182,0.282,132.928,7iynYKl5NWdjM1FXTzs6hw,4,saved
0.816,0.534,0,-7.049,1,0.134,0.0177,0.000356,0.136,0.0852,90.017,6BY6dsns8hz3wfa0RqV7A2,4,saved
0.489,0.595,5,-4.783,0,0.0275,0.921,0.000136,0.235,0.49,111.839,4uvApMOe1tNyhGdQaYqXGR,4,saved
0.875,0.381,5,-7.176,0,0.379,0.207,4.87e-06,0.104,0.318,100.014,2depzNvnAgMFKYnm3moXIc,4,saved
0.413,0.836,3,-5.593,1,0.0371,0.0316,0.0,0.293,0.503,140.515,6sSDEFMeyf16WRDLRCXwTc,4,saved
0.515,0.663,7,-7.896,0,0.0328,0.179,0.668,0.494,0.0756,120.024,59wlTaYOL5tDUgXnbBQ3my,4,saved
0.642,0.938,10,-4.258,0,0.159,0.0756,0.000118,0.111,0.532,139.188,2LX7gQTWAW0YrQsGw80Efj,4,saved
0.591,0.756,10,-8.026,0,0.143,0.708,0.0,0.332,0.546,82.776,5VlstKgCJPHDIMCQO4jHcQ,4,saved
0.603,0.86,5,-7.779,0,0.0338,0.712,0.208,0.151,0.684,103.206,58DulHojzBGl3Pg8QYasXP,4,saved
0.505,0.611,7,-5.976,0,0.0648,0.826,0.0,0.108,0.176,85.944,0URaKGzNTtzKRtsJN1RkA9,4,saved
0.793,0.502,7,-14.127,1,0.0492,0.00406,0.0,0.237,0.589,101.001,7wJphnipgpptcsRk6Aur3w,4,saved
0.564,0.775,9,-8.48,1,0.0381,0.124,5.52e-06,0.119,0.545,142.994,7ddpKbRpi9XM6xAUoS9nbm,4,saved
0.681,0.701,9,-6.336,1,0.0767,0.106,0.0,0.208,0.398,139.952,4IWGnyOHDrVZEtPWfs4s7q,4,saved
0.394,0.661,4,-8.684,1,0.193,0.0101,0.0,0.343,0.335,149.822,2N3U8uTYhjX2KwGT0pf5x0,4,saved
0.829,0.357,1,-11.543,1,0.28,0.104,8.35e-05,0.0799,0.0391,108.09,2kE82JhBcoS7mimFO1SqqX,4,saved
0.738,0.87,1,-5.343,0,0.0844,0.0124,0.0,0.14,0.845,89.988,2rvHIXjN4TCFuFLZk3qAxn,4,saved
0.641,0.176,6,-11.692,1,0.0349,0.638,5.14e-06,0.252,0.297,76.031,5pY3ovFxbvAg7reGZjJQSp,4,saved
0.736,0.491,10,-6.892,0,0.439,0.0681,0.0,0.571,0.203,141.979,05KOgYg8PGeJyyWBPi5ja8,4,saved
0.554,0.849,5,-4.154,1,0.25,0.107,0.0,0.155,0.386,128.428,5mZJwWdxAOR4xUvSGZvvMU,3,saved
0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,6YUTL4dYpB9xZO5qExPf05,4,saved
0.534,0.721,11,-7.307,0,0.0417,0.0343,6.24e-06,0.115,0.225,128.978,4Tfe8Uu9faFdWRiZbpvpXd,3,saved
0.649,0.572,11,-9.28,0,0.0431,0.0849,0.00141,0.0782,0.374,127.99,5INGJmayE2uzCeGZozNJC2,4,saved
0.264,0.303,7,-14.986,0,0.0422,0.762,0.0221,0.137,0.183,88.254,79bV0vhZVznsoUpq6A2lNq,4,saved
0.627,0.656,3,-6.163,1,0.0358,0.00541,9.55e-05,0.215,0.555,140.107,5ygTySvimUjWJk9WLgMDCn,4,saved
0.741,0.673,8,-4.654,1,0.062,0.00274,5.85e-05,0.315,0.163,107.084,2hIFuoXhzcZGvmdtSE35lc,4,saved
0.631,0.774,11,-2.459,1,0.3,0.468,0.0,0.281,0.44,79.745,42zd6DYQ4o4SECmTITrM1U,4,saved
0.4,0.788,10,-3.731,1,0.0532,0.0874,4.73e-05,0.191,0.0391,80.102,62VMKx5Z7ezBE5KoSkTP5m,4,saved
0.32,0.279,1,-11.605,1,0.0322,0.481,0.0,0.111,0.151,147.918,5dgJxyBNbmtKWaIXUaLnpn,4,saved
0.673,0.789,0,-4.288,1,0.0408,0.00975,0.0,0.752,0.841,100.043,0yTJtxZJ5VLfBEHhiNUNeY,4,saved
0.486,0.382,0,-11.206,1,0.0285,0.364,0.246,0.0644,0.0667,135.838,3Gse8VqzTWCrujPV1ubfCD,4,saved
0.642,0.52,6,-10.925,1,0.0822,0.443,0.00714,0.153,0.32,159.883,2Ol7kKQl9x3yCD1vA3B4xh,4,saved
0.68,0.248,11,-11.592,1,0.031,0.838,4.86e-06,0.0907,0.275,119.944,0xaPq2EZ9pQ9vLuxy6MCHH,4,saved
0.728,0.638,5,-6.455,0,0.0336,0.249,0.0,0.116,0.872,130.014,30uJNlHIjfDeE4vr8g9fpf,4,saved
0.761,0.61,6,-7.039,1,0.094,0.379,0.0,0.123,0.479,141.955,3TwzcgoO6mbgX3E7Bn1RAy,4,saved
0.831,0.514,7,-6.695,1,0.0368,0.203,0.000156,0.115,0.397,114.94,0NBiC3zLXoBQXBjsbnbwJq,4,saved
0.752,0.743,10,-6.161,1,0.299,0.281,2.45e-06,0.543,0.485,89.065,0i4Zkb6Ts5JqLJIAMNzSSl,4,saved
0.219,0.269,3,-11.962,1,0.0293,0.898,1.95e-06,0.335,0.2,94.463,3SLnfly0Z93QwOPIf11mbP,3,saved
