danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature,label
0.796,0.357,1,-11.678,1,0.344,0.0075,0.0,0.0966,0.454,150.039,2sNrTfdjbYiLL5xtYwUALB,4,unsaved
0.383,0.256,0,-8.572,1,0.0332,0.88,2.69e-06,0.169,0.519,114.188,2SnNaoNhMjC1WRMTWD8qTX,4,unsaved
0.373,0.14,5,-10.123,1,0.0292,0.887,0.000119,0.134,0.142,66.291,2R735S08kqaMVBKZcVkh1f,4,unsaved
0.789,0.801,10,-4.552,0,0.048,0.0052,0.273,0.129,0.281,153.998,4Fi7fihVNkHPfBZ7KeSXVH,4,unsaved
0.825,0.7,11,-5.098,0,0.243,0.0379,0.0,0.139,0.317,132.996,4oLuMvGQ4WJfU2s4OM6nfE,4,unsaved
0.549,0.449,9,-13.645,0,0.104,0.662,4.88e-05,0.0866,0.223,121.164,4FpfU1O7WCLBnmwu5XAFk4,4,unsaved
0.803,0.558,10,-8.907,0,0.113,0.176,0.0,0.0898,0.244,106.736,53jVg2KHdV3BLJbcrd3Mey,4,unsaved
0.262,0.13,7,-21.593,0,0.037,0.995,0.928,0.267,0.0731,169.819,2DxKSe9ZWmZUXGdbXCcPET,4,unsaved
0.882,0.478,4,-10.386,1,0.0304,0.476,0.00581,0.0737,0.802,97.81,1IdTIzkTK6CcpKKgMUGbg7,4,unsaved
0.667,0.67,7,-6.012,1,0.178,0.322,0.0,0.267,0.651,96.791,7ftFKr5YodntV2NlzbUgIy,4,unsaved
0.278,0.319,6,-12.554,1,0.0326,0.825,0.943,0.084,0.0353,110.977,4dTc3yRMmsPejJSQOXJpaB,5,unsaved
0.49,0.867,0,-7.976,1,0.0896,0.0476,0.901,0.387,0.419,115.504,0VmPEJohARNJCfmZMzX8z5,4,unsaved
0.852,0.618,2,-5.997,1,0.0851,0.0925,0.0,0.347,0.265,117.012,0BjfCXSREeb8z6zgkCz9zP,4,unsaved
0.643,0.844,9,-3.687,1,0.0337,0.261,0.0,0.0925,0.793,104.993,3ZdtwUI2bPlq409wroQRmK,4,unsaved
0.293,0.329,5,-15.729,1,0.159,0.752,4.05e-06,0.708,0.791,176.221,4eGEqZWitcKr4qDr9dhLrW,3,unsaved
0.535,0.574,6,-5.881,1,0.0851,0.0535,6.36e-06,0.116,0.354,155.921,1n9DPWiq3GDjeCQ2jrPLNp,3,unsaved
0.652,0.455,8,-8.673,1,0.115,0.855,0.0,0.171,0.325,83.151,01VGA34ATxwp0Xo1ldduo2,4,unsaved
0.598,0.784,8,-4.376,1,0.0337,0.514,0.0,0.123,0.597,105.009,7GwXIkPT4jxQ2q6mhOmoHM,4,unsaved
0.382,0.274,0,-9.892,1,0.0312,0.915,0.0,0.143,0.209,79.138,0b4u7IhBY61kSmS8wVIPYg,3,unsaved
0.507,0.737,2,-7.5,0,0.0719,0.134,0.0156,0.0751,0.578,161.885,0vvVfaL31aILSYyV9vfOWJ,4,unsaved
0.472,0.553,2,-5.592,1,0.223,0.265,0.0,0.161,0.328,202.984,2LwodLGnuRGcqZA14BgeMZ,5,unsaved
0.506,0.899,6,-5.826,1,0.0595,0.0028,0.0,0.372,0.518,128.001,4xjkURdXzlD9v41aqxKj14,4,unsaved
0.417,0.425,2,-7.593,1,0.0348,0.668,0.0,0.0827,0.293,175.797,2wKPrboOev9GKebT0Cygvb,4,unsaved
0.615,0.455,8,-9.625,1,0.0469,0.008,0.121,0.0819,0.377,170.068,7Exe0mVrJblSNEiRuBI96A,4,unsaved
0.55,0.263,0,-9.331,1,0.0311,0.884,0.0,0.11,0.425,108.908,0ohO5hTPZJt1S53s147KDp,4,unsaved
0.693,0.703,2,-6.36,0,0.0667,0.598,0.0,0.523,0.224,112.943,2du3gY4bJg7jTryvzFNbHf,4,unsaved
0.885,0.559,6,-7.085,1,0.322,0.00176,0.0,0.0973,0.565,76.472,0ITqOOwNtw5DP2GLYAlTQx,4,unsaved
0.334,0.879,10,-6.859,1,0.145,0.48,0.0,0.327,0.628,82.9,6ddd4OhO0bvYb1iTZb421r,4,unsaved
0.133,0.175,10,-14.198,1,0.0362,0.818,5.57e-05,0.11,0.158,65.51,412tkmPINux8phOnHCuKoV,5,unsaved
0.38,0.454,0,-10.271,0,0.0362,0.755,0.623,0.263,0.288,77.592,0R6Jlsq25eZB3Wftpxi3oF,4,unsaved
0.398,0.878,9,-5.12,0,0.267,0.0162,0.0,0.294,0.236,91.444,0O29lIj6AZCrjCKyZjhdCE,4,unsaved
0.669,0.789,0,-5.134,1,0.0518,0.0116,4.72e-06,0.387,0.543,87.57,4R9KztunyNTH13KtAqePLp,4,unsaved
0.429,0.206,7,-20.965,1,0.198,0.884,0.000458,0.3,0.486,125.444,4otu6rNNtH87pl8hhcLPsV,3,unsaved
0.756,0.374,5,-7.966,1,0.741,0.594,0.0,0.217,0.966,80.326,5CGS4UovzA7ftCJkLVXQju,4,unsaved
0.79,0.661,11,-5.355,1,0.0536,0.107,0.0,0.14,0.674,144.966,1bgjcyBhusKOjciL2BEiWM,4,unsaved
0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,7kfTqGMzIHFWeBeOJALzRf,4,unsaved
0.472,0.774,3,-5.383,1,0.0824,0.167,0.000278,0.132,0.443,179.942,2Xaw1RrXP3mdooKWysuRJ8,4,unsaved
0.631,0.568,7,-5.946,1,0.456,0.442,0.00444,0.111,0.263,140.212,2DjLLLV2r88a8TO0hVTVrS,4,unsaved
0.168,0.196,0,-10.813,1,0.0342,0.825,0.000102,0.223,0.283,77.494,5f9Kd7eNnmqH8GyOVQO6qN,3,unsaved
0.617,0.567,0,-4.188,1,0.0828,0.0584,0.0,0.0933,0.505,90.246,0SuLAslEMFZAXf0SwY7syi,4,unsaved
0.269,0.443,0,-12.359,1,0.0388,0.491,0.00169,0.093,0.087,164.877,0PtU7G83PFe3apGJSVhMJp,3,unsaved
0.451,0.661,10,-6.961,0,0.0976,0.00321,0.0,0.108,0.444,180.133,4h1VLpsN8tl5J1c8nsrUCa,4,unsaved
0.592,0.873,9,-5.65,1,0.0275,0.0715,0.00982,0.142,0.516,122.011,0vrmHPfoBadXVr2n0m1aqZ,4,unsaved
0.621,0.673,9,-4.12,1,0.326,0.00185,0.0,0.333,0.281,130.026,2Q5QalvQM6VaNO2GACJYmv,4,unsaved
0.721,0.709,10,-7.939,0,0.0486,0.0566,3.95e-05,0.0686,0.341,99.961,7hHTbI9DRg8u9oJ92RQJkw,4,unsaved
0.813,0.439,5,-7.427,1,0.071,0.00321,0.0101,0.106,0.165,151.017,3Jo2cNQKU6Je7LVClYyJH9,4,unsaved
0.735,0.586,2,-7.085,1,0.0319,0.0251,0.000403,0.0543,0.563,114.97,3rGu7pvMFpHRT2Shdez3bg,4,unsaved
0.732,0.698,0,-6.463,1,0.0608,0.0759,0.0,0.102,0.262,117.937,5oCwZbTHDJf2NjUDucN8Ue,4,unsaved
0.474,0.565,7,-10.923,0,0.0368,0.602,2.31e-06,0.128,0.901,78.876,1ImObQPlQFXBqw4dxKxiXb,4,unsaved
0.333,0.401,5,-8.216,1,0.0354,0.782,0.0,0.0979,0.32,153.473,7AKwPpcSNo2UJ4H5j23w0R,4,unsaved
0.783,0.517,9,-7.113,0,0.0739,0.45,0.0,0.132,0.156,117.973,32aQ7oWlgpbEQyeZhvAmzC,4,unsaved
0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,50kpGaPAhYJ3sGmk6vplg0,4,unsaved
0.372,0.668,2,-5.913,1,0.0424,0.0321,0.0164,0.215,0.376,113.752,0OJyiXZzZOCXhqCgyLigbj,4,unsaved
0.764,0.374,8,-15.289,1,0.965,0.983,0.0,0.18,0.463,65.678,3VH6OsFMRUBWsLOlS5IiXB,5,unsaved
0.677,0.865,9,-4.254,0,0.0604,0.0382,0.0,0.228,0.622,136.996,3s7SAlA1NPlgddOxZEwmm6,4,unsaved
0.544,0.842,4,-5.349,0,0.0358,0.00833,6.5e-05,0.658,0.571,115.977,5Z0MLOJFDDx72dABWdscBz,4,unsaved
0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,5mCPDVBb16L4XQwDdbRUpz,4,unsaved
0.45,0.884,11,-5.565,1,0.039,0.000518,3.79e-05,0.127,0.224,137.957,6nIULYFf3gvcoaOHBLqCNU,4,unsaved
0.357,0.462,7,-10.66,0,0.032,0.903,0.000118,0.247,0.658,132.866,36cRY6DSxk16JMSYWe9d3n,4,unsaved
0.469,0.764,7,-6.429,1,0.0523,0.00277,0.0,0.0866,0.32,127.419,3xBFofaAqfwaaSu4RHzcuu,4,unsaved
0.472,0.695,10,-5.008,0,0.443,0.239,0.0,0.0942,0.351,73.031,1QiwdLAzAnzmiwvoGMXM7b,3,unsaved
0.672,0.684,6,-6.042,0,0.23,0.0214,0.0,0.291,0.652,86.793,3MlE5WgvoGizZiMVJttPS0,4,unsaved
0.389,0.513,11,-7.135,0,0.0474,0.193,0.000324,0.263,0.284,114.036,412fpWa1KwFBjoeg4jMaMG,4,unsaved
0.703,0.701,1,-4.764,1,0.159,0.147,0.0,0.27,0.556,139.944,0UOF9AAyS8H9iCWmePj29w,4,unsaved
0.655,0.632,2,-4.802,1,0.0489,0.0189,0.0,0.0722,0.447,120.113,3bnVBN67NBEzedqQuWrpP4,4,unsaved
0.614,0.901,3,-2.68,1,0.0388,0.0179,0.00148,0.0723,0.328,110.008,2Rv0nJjxbrQeYpkpZFwF0K,4,unsaved
0.771,0.715,1,-6.893,1,0.0272,0.161,0.00172,0.0549,0.916,101.04,2U1jARoulYqZG9aMCogIzy,4,unsaved
0.796,0.597,0,-6.907,0,0.387,0.338,0.0,0.212,0.416,149.94,4U7ARsdGktEi8SmITVPXtC,4,unsaved
0.434,0.13,11,-12.222,1,0.0383,0.827,1.74e-06,0.259,0.0505,65.592,6N1tYqV5kkPBipbY4cZZ4p,4,unsaved
0.716,0.485,8,-8.241,1,0.237,0.0401,0.0,0.277,0.556,148.141,0YSTRuZ7elW9CEBfZJW5Js,4,unsaved
0.545,0.953,2,-3.737,1,0.0703,0.00118,0.0,0.26,0.591,111.121,48ucaKjccruxDbi3Au5ZaH,4,unsaved
0.928,0.721,11,-5.774,1,0.15,0.0714,0.0,0.225,0.254,129.997,4Kw3CztmD15X1QGDnnHmLD,4,unsaved
0.862,0.785,8,-3.571,1,0.232,0.162,0.0,0.128,0.372,123.012,4AlrLQ2RMxOwz1gTTkb4vQ,4,unsaved
0.534,0.684,11,-7.874,0,0.717,0.164,0.0,0.499,0.338,170.416,5fcM0StdQxMjzulVGhFkHN,4,unsaved
0.451,0.44,0,-11.183,1,0.0347,0.546,9.8e-06,0.382,0.835,77.089,1CyZ8WyY72ByCIFDXdCdaq,4,unsaved
0.489,0.586,6,-10.37,1,0.355,0.249,0.00628,0.15,0.281,155.191,4raEiDlfGu9dgeOfqldy0b,4,unsaved
0.784,0.485,5,-5.116,1,0.0952,0.469,0.0,0.2,0.581,140.191,3q0NwIecnNK8DIE6m77PvI,4,unsaved
0.598,0.252,2,-15.086,1,0.0647,0.193,0.138,0.0992,0.0352,120.06,4S7YHmlWwfwArgd8LfSPud,4,unsaved
0.644,0.756,1,-4.286,0,0.0739,0.00719,0.000107,0.176,0.649,129.975,6MgN3QovgKKNS8ZdGdtXFn,4,unsaved
0.687,0.768,7,-5.579,0,0.14,0.232,0.0,0.118,0.865,81.977,1FgmP7AOTcn7MGYmImj0kn,4,unsaved
0.246,0.193,0,-12.149,1,0.0309,0.908,2.71e-06,0.134,0.164,89.171,5ccGCE1AceABOunwSCVAZb,3,unsaved
0.89,0.626,1,-5.042,1,0.191,0.00167,0.0,0.155,0.288,156.244,42SDgiFQl7cCS6XjvDhO5w,4,unsaved
0.345,0.0478,2,-30.165,1,0.0743,0.181,0.0,0.151,0.603,78.419,3k0StEaCjKJGaBpGsY0xK2,4,unsaved
0.46,0.592,9,-5.462,0,0.0313,0.521,0.0367,0.129,0.133,149.278,7tQ9nEJbYZTb8ghZ0d2t0k,4,unsaved
0.493,0.946,0,-4.304,0,0.124,0.0744,4.89e-05,0.351,0.134,135.955,696cNqpF2NwRLzC7KqCurz,4,unsaved
0.888,0.557,5,-6.604,1,0.358,0.376,0.0,0.0852,0.646,142.032,3xJooNeKjZr9R5btuG2TVn,4,unsaved
0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,3PzsbWSQdLCKDLxn7YZfkM,4,unsaved
0.584,0.833,6,-5.9,1,0.041,0.00359,3.44e-05,0.169,0.324,140.013,1yf97yL1ll8FYXC27c9VTw,4,unsaved
0.525,0.727,0,-5.739,0,0.0434,0.0758,0.0,0.379,0.234,93.151,6RGGi6UDemTjKwtAsIRBHv,4,unsaved
0.365,0.851,4,-6.238,0,0.065,0.0964,0.003,0.238,0.309,78.068,1lgN0A2Vki2FTON5PYq42m,4,unsaved
0.825,0.77,2,-4.297,1,0.3,0.127,0.0,0.178,0.705,119.978,1uSgMChitkflnriprb8nxD,4,unsaved
0.242,0.61,0,-15.389,0,0.202,0.872,0.000471,0.97,0.6,89.154,1zSny5YDlkjsvQWLbgwFoe,3,unsaved
0.123,0.367,10,-8.457,1,0.034,0.932,0.0387,0.165,0.159,76.299,3v68aNWyQXfpBYFccH8CdU,1,unsaved
0.735,0.482,8,-9.445,1,0.139,0.00623,0.0144,0.448,0.315,181.995,0bAkKNCQfWkexHFn7fIKns,4,unsaved
0.863,0.628,1,-7.615,1,0.38,0.488,0.0,0.635,0.393,124.912,1AYTfIsCMLc6tTBkTbtzP9,4,unsaved
0.63,0.384,1,-12.52,0,0.026,0.0667,0.00132,0.133,0.214,99.984,0X3DsgXIkjNU2jPR2zCF6W,4,unsaved
0.439,0.483,2,-9.449,1,0.315,0.477,0.0,0.553,0.292,78.442,0OT0cCKbSmSMRvyWeqEFBq,4,unsaved
0.756,0.814,0,-5.398,1,0.0416,0.00735,0.0,0.143,0.709,146.99,4Kdu9AlfQyu0o6r2ozCMTc,4,unsaved
0.756,0.523,8,-6.321,1,0.141,0.346,0.0,0.191,0.34,120.025,19CkkPInDRDIOlqfrz1mVn,4,unsaved
0.907,0.489,8,-5.79,1,0.158,0.0477,0.0,0.115,0.253,136.982,5wihevBA7MO9PNYyWyTfkh,4,unsaved
0.575,0.446,4,-7.802,0,0.0296,0.247,0.00567,0.137,0.259,68.985,3ApAsbQP7d5GlFwwdExaTY,4,unsaved
0.527,0.521,10,-8.341,0,0.033,0.0114,0.0232,0.167,0.127,99.438,3jg8bevUzKYONDLBBQquif,4,unsaved
0.355,0.266,4,-10.226,0,0.0342,0.937,0.0,0.0938,0.128,114.665,0NxgdbKwdArO2TsRDGedbg,4,unsaved
0.884,0.709,3,-6.258,1,0.418,0.169,0.0,0.136,0.495,75.027,3aovO5W4cvJxV6MEUOYtnM,4,unsaved
0.364,0.918,11,-4.944,0,0.0788,0.000286,0.000143,0.0805,0.419,135.965,0CrsAXzverdamkvnkzDu6q,4,unsaved
0.247,0.362,9,-15.358,1,0.0334,0.73,0.133,0.0973,0.149,140.081,1QijFEB8TfVgDHdBqPczo6,4,unsaved
0.856,0.548,8,-6.658,1,0.205,0.0977,0.0,0.115,0.312,130.063,44gZSuP2nPUvab9ajBrnVM,4,unsaved
0.724,0.669,0,-8.227,0,0.0264,0.466,0.0,0.286,0.933,114.015,0W3waIMTvjlagSV5NXrJZK,4,unsaved
0.401,0.85,0,-2.956,1,0.0383,0.00369,0.0,0.149,0.375,78.045,03WmeqPnjaBnm4lfwm8v8z,4,unsaved
0.624,0.803,0,-6.187,1,0.0873,0.0135,0.00839,0.214,0.962,129.094,5seKua5Mu2wMK1qUhdHwt1,4,unsaved
0.286,0.96,9,-4.563,1,0.106,0.045,0.0143,0.975,0.413,163.215,1RNZPvN0jmqRUq6v63IL01,4,unsaved
0.616,0.141,9,-17.161,1,0.532,0.792,0.0,0.897,0.361,107.874,2c3PILT3ocB6B47pNzi9qs,4,unsaved
0.46,0.898,5,-4.661,1,0.0933,0.304,0.00051,0.991,0.483,106.468,6ylZrimCap27kXn2Vmk0ks,4,unsaved
0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,6n4U3TlzUGhdSFbUUhTvLP,4,unsaved
0.672,0.407,7,-8.416,0,0.0263,0.241,0.0,0.377,0.37,134.143,6YcEWhjxFqALvaRYtZVAqS,4,unsaved
0.388,0.807,8,-9.283,1,0.159,0.877,7.51e-05,0.454,0.347,96.634,35k5ePiDMMdacA7jIF9RFY,3,unsaved
0.807,0.512,1,-7.121,1,0.302,0.0337,2.82e-06,0.133,0.202,83.972,1lOvSqQIVIkNaDZlt645d0,4,unsaved
0.731,0.603,8,-7.656,1,0.0378,0.645,0.011,0.147,0.619,96.973,4Ur8TgNrZyUuRBWjsQfgGe,4,unsaved
0.47,0.258,2,-9.417,1,0.0403,0.921,0.0,0.134,0.351,109.899,3sw9N831jyhpzmdWFmad7n,4,unsaved
0.891,0.686,6,-5.395,0,0.0943,0.16,1.63e-06,0.0901,0.648,128.004,3yP45ZO08QJUyBTo8HGHx2,4,unsaved
0.894,0.324,1,-8.24,1,0.179,0.0399,0.0,0.126,0.407,139.972,0G9rmRmQDFk9O2tzZLyRkc,4,unsaved
0.607,0.732,10,-6.779,0,0.336,0.0982,0.0,0.16,0.687,100.42,7564ofEBD5mEiIkTclAW1J,4,unsaved
0.575,0.811,1,-5.978,1,0.498,0.238,0.0,0.292,0.343,85.071,3o0MadTm5eFtCZ0hvxV2Md,4,unsaved
0.776,0.841,8,-3.645,1,0.0464,0.0301,0.0,0.0371,0.878,133.029,5ts95YUoNW28NLjcTL9AqZ,4,unsaved
0.718,0.82,4,-5.552,0,0.103,0.0928,0.0,0.391,0.329,90.013,5cth8vxCckeYgE10nX58re,4,unsaved
0.567,0.526,7,-18.817,1,0.961,0.895,0.0,0.822,0.771,170.437,5HFFH7dJ2j5D2F3B1rDeeU,5,unsaved
0.842,0.384,9,-11.384,0,0.0354,0.638,0.000505,0.0998,0.604,84.026,7peh6LUcdNPcMdrSH4JPsM,4,unsaved
0.514,0.275,3,-17.951,1,0.935,0.772,0.0,0.793,0.649,171.067,5tWuEjQeKYK5pn2IJS9Dln,3,unsaved
0.42,0.479,8,-8.881,1,0.0374,0.613,0.663,0.0679,0.11,116.989,0Hgqglypzt6Qs5Duqskcqs,4,unsaved
0.616,0.669,1,-5.791,1,0.32,0.0298,0.0,0.127,0.275,154.056,1faIb3PPSzEifCHUOJ691R,4,unsaved
0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,6IRdLKIyS4p7XNiP8r6rsx,4,unsaved
0.46,0.686,0,-5.948,0,0.0367,0.00146,0.0,0.375,0.252,148.054,6NMtzpDQBTOfJwMzgMX0zl,4,unsaved
0.8,0.562,2,-7.366,1,0.0961,0.0307,0.0,0.243,0.147,132.081,69M9QCMsCQ5MLsw7BBW0rL,4,unsaved
0.312,0.244,8,-11.489,1,0.0303,0.733,0.0,0.393,0.462,84.545,1ApoDRVGxx3Zd6Eo5BvrNR,4,unsaved
0.549,0.796,2,-3.276,1,0.35,0.183,0.0,0.0849,0.45,102.179,7vP5kOAfKRD3Q1FmWe12ue,5,unsaved
0.602,0.703,5,-11.821,1,0.546,0.829,0.0,0.149,0.494,105.431,4kjvpLx8SaGylDnOUxn3fj,1,unsaved
0.657,0.814,11,-16.493,0,0.937,0.81,0.0,0.445,0.0788,136.142,3ZVw1HR1QAQoKBygbhG4CE,3,unsaved
0.667,0.371,6,-11.845,1,0.0476,0.788,7.23e-06,0.0998,0.519,104.946,3X0J4QzAMCoyMZUSMCoVDw,4,unsaved
0.396,0.356,2,-10.632,1,0.0999,0.693,2.52e-06,0.645,0.22,91.73,5Z6IL5UmV77qDKp0wxxpFP,4,unsaved
0.549,0.729,9,-8.682,0,0.0388,0.123,0.374,0.12,0.565,79.002,3VUUD4qigHa8r7wy4SnoAh,4,unsaved
0.373,0.597,9,-6.515,0,0.0352,0.0497,8.21e-06,0.175,0.163,101.961,0GKQXFDtebJeXSPxKXxvpk,4,unsaved
0.503,0.849,2,-8.465,0,0.0462,0.672,0.00019,0.808,0.697,115.868,3Ei1jtN8CTMWB8ZvK6xi1Z,4,unsaved
0.729,0.587,2,-6.463,1,0.0385,0.0801,1.31e-05,0.223,0.33,112.043,2um85X49bGrGwYbscIGJKy,4,unsaved
0.544,0.915,8,-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094,4J7CKHCF3mdL4diUsmW8lq,4,unsaved
0.491,0.614,4,-5.66,0,0.0259,0.0923,0.0,0.0896,0.22,84.985,22Xq9CmG8O6renbc91Yuu0,4,unsaved
0.906,0.601,5,-2.948,1,0.082,0.31,0.0,0.0917,0.542,114.024,0kZOgFGhGfYW5WmdiTb5VV,4,unsaved
0.571,0.732,7,-3.596,1,0.0347,0.0237,0.0,0.086,0.387,145.391,0tEzs2j3sfZuvyNjN3f6BB,4,unsaved
0.458,0.692,2,-5.098,1,0.0485,0.458,0.0,0.587,0.576,112.755,7nL48xOPl0CraSaxKonp8j,4,unsaved
0.252,0.932,2,-11.15,0,0.0594,0.866,0.838,0.892,0.0505,50.652,45wWv0nU4RzrU91ZXEUilg,3,unsaved
0.345,0.705,6,-7.744,0,0.04,0.159,0.00347,0.0874,0.0397,119.89,2pD1x1iL0gsvg7Kbhpuf8W,4,unsaved
0.446,0.527,2,-6.224,1,0.0347,0.127,0.0,0.113,0.331,69.657,6N4giKsqtwFjeEc1alG68f,4,unsaved
0.549,0.837,2,-5.216,1,0.382,0.024,0.0,0.305,0.595,151.945,2hUV9lOrC6ul4p4WbgLneh,4,unsaved
0.623,0.898,2,-4.685,1,0.0402,0.0586,1.77e-05,0.137,0.774,123.017,71ZFO7KPPvlzNLzrYPsTaK,4,unsaved
0.386,0.825,1,-8.261,1,0.238,0.687,0.0,0.119,0.453,80.988,4HXdyQDd4DN8Ld579ocnok,4,unsaved
0.894,0.724,11,-6.269,1,0.0881,0.058,0.0,0.156,0.362,119.975,2d3Jd9KvMfwhds67Y67RP5,4,unsaved
0.699,0.572,10,-8.417,0,0.383,0.701,0.00274,0.188,0.164,92.191,3ebRmYrOYceH3NNowFoZVn,4,unsaved
0.577,0.587,6,-7.608,0,0.394,0.809,0.0,0.227,0.661,119.017,13jkajO7W5ZixoVmtU2eLl,4,unsaved
0.676,0.777,1,-3.241,0,0.357,0.145,0.0,0.228,0.226,173.931,2r4JRwcbIeuAzWjH4YXlLs,4,unsaved
0.821,0.424,2,-8.717,0,0.124,0.395,0.0,0.1,0.564,104.102,1gnYyhbQVmPskm6idTMrx3,4,unsaved
0.813,0.737,5,-4.395,0,0.22,0.308,0.0,0.275,0.545,100.041,3sPM57pMiIJnrB8K0Pds9G,4,unsaved
0.796,0.794,5,-5.661,0,0.0386,0.536,0.29,0.0896,0.853,136.055,7GHqPV9RCRofSXh68htAkg,4,unsaved
0.732,0.632,2,-5.46,1,0.231,0.218,0.0,0.312,0.337,81.506,3FUP0gYxsivCHzWzu8uUGw,4,unsaved
0.83,0.405,1,-8.484,1,0.411,0.0158,8.61e-06,0.241,0.188,147.07,5TvdhNXoHbeGeWtjCYhFuy,4,unsaved
0.779,0.629,10,-6.797,0,0.274,0.00311,0.0,0.254,0.185,116.53,29ZSk6XmWPx3DX69xBb7Yi,4,unsaved
0.897,0.632,4,-6.097,0,0.296,0.0497,7.96e-06,0.111,0.499,151.99,4VmcVEuTlYnWcc6QksaLyw,4,unsaved
0.463,0.279,5,-9.5,1,0.0344,0.863,6.94e-06,0.114,0.0859,82.509,4aHzQbalMnDm04AAW5K4se,4,unsaved
0.811,0.566,8,-6.033,0,0.517,0.563,0.0,0.104,0.169,100.224,49fT6owWuknekShh9utsjv,4,unsaved
0.731,0.62,2,-5.824,1,0.33,0.0118,0.0,0.0864,0.146,161.886,2vbmxAvs9i0OY3yPYqsH13,4,unsaved
0.918,0.53,6,-7.847,0,0.218,0.508,1.83e-06,0.132,0.404,127.026,7tjnncMvoO6DRAk4nUdyiL,4,unsaved
0.812,0.444,10,-10.148,0,0.206,0.0282,0.0,0.0775,0.299,89.988,3yrJ0Xr1oD4lEW1SN4G8Ni,4,unsaved
0.643,0.499,2,-6.795,0,0.0308,0.0478,0.0,0.108,0.363,133.978,5L9WFUodzACitS1TiGm7Mi,4,unsaved
0.389,0.317,9,-8.435,0,0.034,0.779,0.0,0.122,0.493,157.405,0VDQeNeCSwL8u34qWCL7Qt,4,unsaved
0.555,0.895,9,-3.715,0,0.0674,0.00361,0.000265,0.0715,0.498,96.985,5481Ng1rxw0kvXEuXtQmWI,4,unsaved
0.77,0.665,1,-7.605,1,0.373,0.0218,0.0,0.656,0.766,120.054,7xVwwsQeCIYYafI9hiehii,4,unsaved
0.367,0.328,5,-12.078,1,0.0301,0.588,0.0,0.0966,0.455,136.324,2Sfa9UBI01S7qAxCKPniqg,4,unsaved
0.418,0.403,0,-10.53,1,0.0294,0.555,0.024,0.108,0.149,105.801,5Gtn8HgCAo0TUiaKKgP6us,4,unsaved
0.51,0.907,2,-4.239,1,0.441,0.244,0.0,0.133,0.521,93.442,3I9zZfbeaRo9ks1MB7zhmR,4,unsaved
0.948,0.5,2,-6.295,1,0.235,0.0161,0.0,0.109,0.235,133.057,6XTetcNx1W6CKG0lSSnvrq,4,unsaved
0.239,0.197,1,-14.651,1,0.031,0.919,0.000485,0.159,0.166,76.514,5bYhDiRr7Btlfz1w2lXgRg,3,unsaved
0.732,0.772,2,-6.142,0,0.267,0.194,1.54e-06,0.242,0.493,123.009,5VnpYqIzm02X9gOhVElQo3,4,unsaved
0.0,0.303,4,-22.355,1,0.0,0.97,0.0,0.617,0.0,0.0,3izxuGg0shtMWtx34YeIAl,0,unsaved
0.828,0.609,1,-4.402,1,0.0694,0.0916,1.21e-06,0.291,0.707,109.725,5pfJsMwoRYKampPay8amX0,4,unsaved
0.64,0.539,8,-6.946,1,0.137,0.175,0.0,0.655,0.374,91.608,0Eu0hHLtEbAxlK9Mw8lsJq,4,unsaved
0.38,0.805,0,-3.167,0,0.218,0.316,0.0,0.36,0.419,70.875,6LRLG13jtUAKJDOKMoMTZr,4,unsaved
0.518,0.888,1,-4.144,1,0.0422,0.00283,0.0,0.334,0.875,144.485,0e9kNyQTDcmkGEQ0bT3t8W,4,unsaved
0.747,0.714,6,-5.123,0,0.14,0.0169,0.0,0.138,0.461,144.969,3DgoM4s0T7VoHEQkp3xUsW,4,unsaved
0.575,0.466,1,-8.29,1,0.491,0.0101,0.0,0.109,0.205,149.959,1CRBG28Rwwel4AI8cpt1l1,4,unsaved
0.615,0.683,1,-5.328,0,0.279,0.0882,0.0,0.059,0.268,83.267,6riQuAkwS7qaOLkcCnyiJ4,4,unsaved
0.487,0.503,3,-13.878,1,0.596,0.804,0.0,0.962,0.425,131.821,5OwDyuPtxJrJBhQDPNRyle,4,unsaved
0.585,0.756,8,-4.19,1,0.425,0.619,0.0,0.132,0.838,158.317,0yDpTj2XaHPTf0JcAo2rko,4,unsaved
0.741,0.645,11,-5.116,0,0.0963,0.192,0.0,0.163,0.488,149.07,20MuVazoNMv6xjKPnRFOxG,4,unsaved
0.49,0.48,8,-9.949,1,0.0374,0.463,2.27e-06,0.135,0.221,149.819,3XqdYTHbYWw2haLim9Kwfc,3,unsaved
0.739,0.448,10,-10.28,0,0.138,0.189,0.0,0.118,0.553,81.044,248OFOZef6ShXv6DGgbnxU,4,unsaved
0.518,0.749,7,-7.134,0,0.115,0.43,0.0,0.23,0.175,82.221,2SK8bg3M1Z2yukycOG0JiH,4,unsaved
