danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,label,mode_major,mode_minor
0.636,0.505,1,-8.397,0.385,0.166,0.0,0.15,0.342,76.099,4,unsaved,1,0
0.765,0.636,1,-7.104,0.0566,0.102,0.000147,0.029,0.887,122.154,4,unsaved,0,1
0.658,0.623,0,-6.934,0.0398,0.0683,0.0,0.321,0.207,100.436,4,unsaved,1,0
0.586,0.855,1,-3.481,0.323,0.135,0.0,0.754,0.549,80.105,4,unsaved,1,0
0.408,0.27,7,-11.568,0.0438,0.661,0.829,0.516,0.14,127.15,4,unsaved,1,0
0.803,0.618,0,-7.541,0.132,0.114,0.0,0.0986,0.275,128.988,4,unsaved,0,1
0.661,0.626,6,-6.106,0.135,0.305,0.0,0.345,0.691,95.971,4,unsaved,0,1
0.517,0.857,5,-5.943,0.0532,0.00728,8.97e-06,0.224,0.677,122.637,4,unsaved,1,0
0.93,0.641,7,-3.719,0.346,0.000911,0.0637,0.572,0.345,127.994,4,unsaved,0,1
0.312,0.244,8,-11.489,0.0303,0.733,0.0,0.393,0.462,84.545,4,unsaved,1,0
0.74,0.505,4,-10.338,0.0674,0.0415,6.82e-05,0.0707,0.646,97.994,4,unsaved,0,1
0.799,0.532,1,-9.472,0.0707,0.386,0.00017,0.0978,0.189,100.032,4,unsaved,0,1
0.529,0.675,5,-6.861,0.0376,0.0526,0.000888,0.126,0.348,127.905,4,unsaved,0,1
0.667,0.23,6,-12.937,0.951,0.729,0.0,0.798,0.0,64.146,1,unsaved,1,0
0.247,0.362,9,-15.358,0.0334,0.73,0.133,0.0973,0.149,140.081,4,unsaved,1,0
0.784,0.58,0,-6.656,0.167,0.176,0.0,0.0979,0.338,76.484,4,unsaved,1,0
0.374,0.815,7,-6.894,0.0757,0.781,0.0,0.117,0.125,113.129,4,unsaved,1,0
0.863,0.409,1,-8.55,0.321,0.0887,0.0281,0.359,0.2,130.011,4,unsaved,0,1
0.447,0.384,7,-13.603,0.0296,0.575,0.0126,0.174,0.269,131.2,4,unsaved,0,1
0.593,0.697,7,-5.416,0.0399,0.00289,0.0257,0.14,0.428,170.0,4,unsaved,1,0
0.516,0.74,1,-5.055,0.363,0.0333,0.0,0.347,0.304,86.461,3,unsaved,1,0
0.461,0.772,2,-3.98,0.375,0.282,0.0,0.178,0.414,167.018,4,unsaved,0,1
0.45,0.884,11,-5.565,0.039,0.000518,3.79e-05,0.127,0.224,137.957,4,unsaved,1,0
0.448,0.279,2,-12.487,0.0262,0.775,0.0,0.366,0.368,92.845,3,unsaved,1,0
0.735,0.235,3,-13.239,0.315,0.698,0.00604,0.107,0.462,62.446,4,unsaved,1,0
0.425,0.158,0,-14.95,0.0272,0.985,0.0624,0.314,0.0635,69.239,4,unsaved,1,0
0.578,0.709,1,-7.91,0.175,0.00934,2.65e-06,0.27,0.458,127.946,4,unsaved,0,1
0.81,0.57,1,-5.604,0.318,0.2,0.0,0.111,0.337,136.944,4,unsaved,1,0
0.349,0.595,11,-7.058,0.0622,0.722,0.0,0.591,0.475,79.98,4,unsaved,1,0
0.666,0.598,3,-5.646,0.0393,0.0312,0.0,0.113,0.354,77.503,4,unsaved,0,1
0.508,0.153,4,-24.667,0.141,0.897,0.000315,0.819,0.488,82.63,4,unsaved,1,0
0.342,0.442,7,-7.312,0.0294,0.24,0.00412,0.107,0.195,88.496,4,unsaved,1,0
0.346,0.884,2,-5.32,0.0855,0.001,0.0694,0.0381,0.19,150.727,4,unsaved,1,0
0.799,0.426,1,-8.089,0.0727,0.0313,0.00153,0.376,0.171,75.538,4,unsaved,1,0
0.245,0.492,1,-9.397,0.0593,0.466,0.0,0.0851,0.104,167.7,3,unsaved,0,1
0.934,0.821,10,-6.035,0.071,0.089,3.12e-06,0.14,0.684,138.972,4,unsaved,0,1
0.677,0.865,9,-4.254,0.0604,0.0382,0.0,0.228,0.622,136.996,4,unsaved,0,1
0.418,0.746,3,-4.836,0.264,0.208,0.0,0.167,0.644,87.398,4,unsaved,0,1
0.566,0.275,9,-15.045,0.0369,0.785,0.000243,0.118,0.415,133.682,4,unsaved,0,1
0.625,0.527,1,-6.449,0.0331,0.108,0.00291,0.106,0.0477,141.963,4,unsaved,0,1
0.785,0.554,0,-6.571,0.0409,0.283,3.4e-06,0.116,0.144,128.047,4,unsaved,1,0
0.44,0.483,6,-11.727,0.397,0.688,0.0,0.925,0.767,180.883,3,unsaved,1,0
0.544,0.915,8,-3.405,0.0841,0.129,0.000914,0.115,0.51,126.094,4,unsaved,1,0
0.468,0.843,1,-6.1,0.056,0.00707,1.46e-05,0.305,0.36,135.095,4,unsaved,0,1
0.559,0.404,1,-13.837,0.613,0.655,0.0,0.734,0.778,160.231,4,unsaved,1,0
0.598,0.737,10,-6.044,0.151,0.0162,7.96e-05,0.169,0.369,95.008,4,unsaved,0,1
0.554,0.702,1,-3.839,0.285,0.152,0.0,0.126,0.553,143.078,4,unsaved,1,0
0.298,0.504,10,-9.871,0.0314,0.723,6.12e-06,0.198,0.495,93.66,3,unsaved,0,1
0.693,0.833,6,-5.408,0.263,0.214,0.0,0.117,0.759,99.901,4,unsaved,0,1
0.555,0.611,10,-9.216,0.356,0.286,0.00106,0.273,0.411,94.939,4,unsaved,0,1
0.731,0.588,3,-5.217,0.0749,0.334,0.0,0.278,0.449,80.019,4,unsaved,1,0
0.459,0.761,10,-6.31,0.0303,0.0805,0.0,0.122,0.47,154.021,4,unsaved,1,0
0.63,0.772,1,-6.986,0.0297,0.51,2.26e-05,0.0881,0.721,99.964,4,unsaved,1,0
0.67,0.365,0,-10.158,0.0564,0.525,0.0,0.0575,0.45,119.342,4,unsaved,1,0
0.423,0.797,0,-4.659,0.124,0.177,0.0,0.137,0.592,82.617,4,unsaved,1,0
0.514,0.278,2,-10.861,0.0517,0.64,0.00268,0.108,0.185,106.44,4,unsaved,1,0
0.389,0.3,0,-8.902,0.0313,0.637,0.721,0.139,0.0384,74.482,4,unsaved,1,0
0.554,0.895,5,-6.829,0.105,0.133,0.0,0.504,0.688,84.354,4,unsaved,0,1
0.514,0.889,11,-4.234,0.244,0.279,0.0,0.0987,0.451,83.659,4,unsaved,1,0
0.545,0.953,2,-3.737,0.0703,0.00118,0.0,0.26,0.591,111.121,4,unsaved,1,0
0.932,0.547,11,-10.644,0.297,0.148,0.875,0.112,0.912,115.094,4,unsaved,0,1
0.512,0.673,0,-7.359,0.0523,0.289,3.04e-06,0.126,0.11,99.84,4,unsaved,1,0
0.759,0.215,9,-13.638,0.039,0.958,2.01e-06,0.134,0.44,128.09,3,unsaved,0,1
0.514,0.681,0,-10.747,0.0809,0.634,3.71e-06,0.7,0.691,68.426,4,unsaved,1,0
0.808,0.316,0,-10.137,0.155,0.274,1.3e-06,0.122,0.53,78.028,4,unsaved,1,0
0.631,0.788,4,-7.142,0.102,0.371,0.000317,0.108,0.544,157.769,4,unsaved,0,1
0.318,0.962,9,-4.712,0.0486,0.000123,0.0648,0.132,0.719,174.211,4,unsaved,0,1
0.79,0.438,1,-6.462,0.133,0.0634,0.0,0.1,0.247,90.022,4,unsaved,1,0
0.718,0.679,11,-5.899,0.0706,0.00191,0.0104,0.385,0.205,157.97,4,unsaved,0,1
0.767,0.512,6,-6.777,0.0591,0.893,0.000223,0.103,0.489,123.921,4,unsaved,1,0
0.617,0.719,1,-7.635,0.387,0.756,0.0,0.149,0.477,84.831,4,unsaved,0,1
0.381,0.894,0,-4.192,0.331,0.0209,0.0,0.214,0.503,103.016,4,unsaved,0,1
0.625,0.915,4,-5.214,0.15,0.0936,0.0,0.273,0.39,117.914,4,unsaved,0,1
0.379,0.396,2,-11.247,0.0292,0.86,1.21e-05,0.118,0.407,138.36,5,unsaved,0,1
0.745,0.685,4,-5.7,0.0313,0.53,0.0,0.176,0.437,121.977,4,unsaved,0,1
0.248,0.142,7,-15.443,0.0379,0.92,0.733,0.548,0.0439,128.841,4,unsaved,1,0
0.704,0.777,2,-5.729,0.195,0.0358,0.0,0.151,0.392,111.921,4,unsaved,1,0
0.334,0.608,11,-9.827,0.0715,0.523,0.0,0.227,0.381,136.302,4,unsaved,0,1
0.563,0.692,8,-9.542,0.356,0.251,0.0,0.493,0.549,89.229,4,unsaved,1,0
0.562,0.861,10,-3.807,0.145,0.275,1.01e-06,0.422,0.674,173.97,3,unsaved,1,0
0.516,0.757,2,-9.404,0.0551,0.289,7.21e-06,0.367,0.711,124.061,4,unsaved,1,0
0.218,0.464,7,-9.013,0.0335,0.0335,0.962,0.122,0.0414,139.32,4,unsaved,0,1
0.692,0.62,8,-8.057,0.208,0.173,0.0,0.33,0.41,132.921,4,unsaved,1,0
0.804,0.763,2,-5.48,0.0519,0.0678,0.0,0.368,0.0585,136.052,4,unsaved,1,0
0.405,0.601,8,-6.905,0.05,0.516,0.0,0.202,0.518,152.055,4,unsaved,1,0
0.676,0.618,2,-7.495,0.196,0.689,0.00821,0.127,0.466,79.799,4,unsaved,0,1
0.463,0.758,5,-8.739,0.0373,0.653,0.0,0.776,0.786,97.29,4,unsaved,0,1
0.749,0.566,2,-5.844,0.307,0.0587,0.0,0.261,0.372,139.934,4,unsaved,1,0
0.7,0.641,2,-8.673,0.317,0.0162,3.06e-06,0.206,0.383,149.992,4,unsaved,0,1
0.919,0.535,5,-5.944,0.093,0.0483,0.0,0.102,0.197,117.957,4,unsaved,0,1
0.617,0.567,0,-4.188,0.0828,0.0584,0.0,0.0933,0.505,90.246,4,unsaved,1,0
0.342,0.583,11,-7.524,0.111,0.0251,0.00111,0.121,0.293,78.734,1,unsaved,0,1
0.621,0.802,10,-3.285,0.04,0.00745,2.67e-05,0.597,0.887,97.012,4,unsaved,0,1
0.259,0.385,9,-10.602,0.032,0.492,3e-05,0.15,0.172,158.53,3,unsaved,1,0
0.721,0.718,8,-4.043,0.0459,0.00915,0.0,0.147,0.2,142.926,4,unsaved,1,0
0.678,0.533,4,-10.485,0.186,0.462,0.219,0.139,0.323,150.455,4,unsaved,1,0
0.528,0.708,7,-5.879,0.207,0.264,0.0,0.308,0.781,97.8,4,unsaved,0,1
0.85,0.746,1,-5.615,0.0716,0.107,0.0,0.0709,0.698,105.033,4,unsaved,1,0
0.343,0.422,4,-6.388,0.035,0.149,0.0,0.538,0.0553,135.71,4,unsaved,0,1
0.394,0.631,2,-7.011,0.0329,0.000116,0.044,0.0837,0.191,105.573,4,unsaved,0,1
0.842,0.717,11,-4.158,0.241,0.0486,0.0,0.292,0.552,81.495,4,unsaved,0,1
0.634,0.65,2,-7.308,0.0365,0.11,0.0,0.157,0.0637,114.951,4,unsaved,1,0
0.728,0.667,1,-7.335,0.0982,0.0164,2.11e-05,0.126,0.366,159.969,4,unsaved,1,0
0.659,0.884,7,-3.169,0.0835,0.0612,0.0,0.115,0.518,156.154,4,unsaved,1,0
0.456,0.686,8,-6.023,0.044,0.521,0.0,0.286,0.558,129.375,4,unsaved,0,1
0.627,0.903,3,-2.599,0.0406,0.0183,0.0048,0.0706,0.31,110.013,4,unsaved,1,0
0.59,0.721,5,-6.605,0.0356,0.123,0.0524,0.11,0.439,167.817,4,unsaved,1,0
0.614,0.636,2,-8.003,0.0251,0.32,7.23e-05,0.13,0.272,96.97,4,unsaved,1,0
0.776,0.812,2,-4.772,0.326,0.481,1.9e-05,0.124,0.71,136.051,4,unsaved,1,0
0.462,0.588,4,-8.732,0.0336,0.503,0.00206,0.135,0.27,87.935,4,unsaved,1,0
0.638,0.687,7,-6.556,0.0351,0.4,0.000114,0.166,0.323,114.98,4,unsaved,1,0
0.385,0.71,9,-5.158,0.0805,0.0565,7.24e-06,0.0632,0.398,148.385,4,unsaved,0,1
0.884,0.462,1,-4.611,0.388,0.0864,0.0,0.708,0.15,140.003,4,unsaved,1,0
0.525,0.727,0,-5.739,0.0434,0.0758,0.0,0.379,0.234,93.151,4,unsaved,0,1
0.746,0.644,7,-2.605,0.232,0.4,0.0,0.095,0.542,146.178,4,unsaved,1,0
0.626,0.491,8,-10.235,0.152,0.15,0.0,0.117,0.153,153.038,4,unsaved,1,0
0.694,0.493,1,-8.581,0.373,0.0331,2.04e-06,0.431,0.313,166.457,4,unsaved,1,0
0.47,0.0949,5,-26.127,0.0962,0.979,4.32e-06,0.965,0.45,130.561,5,unsaved,0,1
0.222,0.541,5,-16.806,0.218,0.84,0.000371,0.974,0.598,93.807,3,unsaved,1,0
0.813,0.596,2,-3.938,0.0578,0.00104,0.0,0.176,0.177,130.048,4,unsaved,1,0
0.498,0.537,10,-12.146,0.0478,0.519,0.0,0.134,0.794,95.868,4,unsaved,0,1
0.553,0.596,4,-10.368,0.167,0.0712,0.0,0.0901,0.325,79.977,4,unsaved,0,1
0.519,0.57,1,-7.366,0.202,0.0254,0.0,0.0821,0.317,164.155,4,unsaved,1,0
0.322,0.718,0,-11.428,0.0938,0.239,0.0,0.676,0.737,118.735,4,unsaved,1,0
0.792,0.416,7,-14.206,0.288,0.75,0.211,0.109,0.341,91.909,4,unsaved,1,0
0.359,0.367,9,-7.684,0.0335,0.738,1.43e-06,0.0736,0.104,83.331,4,unsaved,1,0
0.552,0.731,7,-6.873,0.615,0.0536,0.0,0.258,0.632,174.516,4,unsaved,1,0
0.472,0.553,2,-5.592,0.223,0.265,0.0,0.161,0.328,202.984,5,unsaved,1,0
0.728,0.684,0,-4.971,0.0536,0.00645,0.0,0.458,0.139,124.013,4,unsaved,0,1
0.664,0.537,0,-7.127,0.328,0.828,0.0,0.109,0.281,77.053,4,unsaved,0,1
0.308,0.181,7,-13.736,0.0333,0.897,0.000427,0.108,0.134,112.097,4,unsaved,0,1
0.542,0.855,5,-6.13,0.0427,0.00138,0.0614,0.294,0.585,136.035,4,unsaved,0,1
0.948,0.5,2,-6.295,0.235,0.0161,0.0,0.109,0.235,133.057,4,unsaved,1,0
0.683,0.601,7,-6.927,0.0308,0.164,0.0,0.119,0.62,98.97,4,unsaved,1,0
0.599,0.888,11,-2.931,0.0514,0.0273,0.0,0.28,0.833,121.05,4,unsaved,0,1
0.659,0.74,2,-6.181,0.243,0.172,0.0,0.362,0.427,89.042,4,unsaved,1,0
0.364,0.841,8,-4.831,0.119,0.000402,0.0,0.242,0.0837,100.14,5,unsaved,1,0
0.766,0.519,9,-7.355,0.0366,0.098,0.0,0.0855,0.612,129.972,4,unsaved,0,1
0.444,0.47,0,-6.897,0.0611,0.617,0.0,0.0861,0.164,89.945,4,unsaved,0,1
0.361,0.93,0,-2.619,0.0465,0.000445,2.27e-06,0.938,0.856,127.537,4,unsaved,1,0
0.54,0.383,5,-8.871,0.0356,0.559,0.0,0.0761,0.836,131.32,4,unsaved,1,0
0.595,0.889,2,-9.869,0.0379,0.313,0.296,0.0867,0.948,108.081,4,unsaved,0,1
0.442,0.338,4,-13.599,0.0283,0.391,0.00043,0.117,0.169,136.142,4,unsaved,1,0
0.794,0.625,1,-4.815,0.105,0.0704,0.0,0.109,0.421,97.487,3,unsaved,1,0
0.57,0.733,2,-7.194,0.0306,0.00686,0.000131,0.21,0.334,109.97,4,unsaved,1,0
0.491,0.614,4,-5.66,0.0259,0.0923,0.0,0.0896,0.22,84.985,4,unsaved,0,1
0.413,0.675,4,-7.072,0.232,0.106,0.0,0.159,0.683,79.995,4,unsaved,0,1
0.357,0.207,7,-17.984,0.102,0.876,4.72e-06,0.486,0.408,100.685,3,unsaved,1,0
0.729,0.587,2,-6.463,0.0385,0.0801,1.31e-05,0.223,0.33,112.043,4,unsaved,1,0
0.509,0.183,4,-16.757,0.0314,0.973,0.011,0.221,0.447,109.795,3,unsaved,1,0
0.668,0.361,1,-8.69,0.0273,0.573,0.00506,0.0805,0.288,134.15,5,unsaved,0,1
0.606,0.949,7,-2.749,0.0414,0.015,2.76e-05,0.109,0.436,120.031,4,unsaved,0,1
0.919,0.446,8,-4.007,0.161,0.0144,2.12e-06,0.123,0.293,127.955,4,unsaved,1,0
0.847,0.727,0,-6.169,0.0485,0.0107,2.41e-05,0.0788,0.724,118.021,4,unsaved,1,0
0.796,0.737,1,-5.247,0.0488,0.004,1.18e-06,0.0846,0.483,135.05,4,unsaved,0,1
0.329,0.866,4,-4.444,0.268,0.0154,0.0,0.221,0.17,150.557,4,unsaved,0,1
0.544,0.501,0,-8.778,0.485,0.227,1.03e-06,0.0403,0.606,182.397,3,unsaved,1,0
0.526,0.894,10,-4.901,0.389,0.137,0.0,0.176,0.577,76.515,4,unsaved,0,1
0.761,0.905,2,-3.797,0.113,0.00269,0.0,0.061,0.583,113.045,4,unsaved,1,0
0.717,0.542,0,-6.231,0.0856,0.154,0.0,0.111,0.277,140.067,4,unsaved,1,0
0.524,0.518,2,-9.427,0.0286,0.905,0.298,0.121,0.133,117.059,4,unsaved,1,0
0.664,0.935,8,-4.322,0.039,0.545,0.855,0.176,0.131,104.004,4,unsaved,1,0
0.525,0.725,7,-5.318,0.629,0.529,0.0,0.598,0.693,175.63,4,unsaved,1,0
0.698,0.715,11,-5.17,0.0841,0.00375,0.0,0.0887,0.679,153.981,4,unsaved,1,0
0.5,0.7,11,-6.941,0.0324,0.00461,0.0,0.317,0.425,122.363,4,unsaved,1,0
0.598,0.289,2,-11.405,0.0334,0.762,8.17e-05,0.262,0.714,92.035,4,unsaved,1,0
0.89,0.464,1,-7.69,0.0923,0.027,0.0,0.149,0.0956,136.975,4,unsaved,1,0
0.807,0.757,9,-4.43,0.185,0.285,0.0,0.311,0.534,99.939,4,unsaved,0,1
0.652,0.591,11,-7.274,0.0418,0.145,5.65e-06,0.164,0.274,121.873,4,unsaved,0,1
0.928,0.481,9,-9.35,0.287,0.105,0.0,0.176,0.613,134.007,4,unsaved,0,1
0.697,0.551,11,-8.833,0.0815,0.258,0.00551,0.124,0.219,89.0,4,unsaved,1,0
0.9,0.532,0,-5.516,0.0744,0.0889,0.0,0.0533,0.592,140.023,4,unsaved,1,0
0.657,0.738,1,-6.386,0.0815,0.0682,0.0,0.0972,0.402,135.922,4,unsaved,1,0
0.516,0.455,1,-9.874,0.353,0.0308,0.0,0.0791,0.0592,85.994,4,unsaved,1,0
0.883,0.561,8,-5.494,0.127,0.00152,5.86e-06,0.0835,0.213,140.019,4,unsaved,1,0
0.672,0.788,0,-5.5,0.0417,0.482,0.0,0.084,0.661,105.991,4,unsaved,1,0
0.925,0.518,1,-7.25,0.23,0.207,0.0,0.11,0.525,134.035,4,unsaved,0,1
0.644,0.849,2,-4.952,0.0511,0.00411,0.019,0.0651,0.302,99.993,4,unsaved,1,0
0.601,0.636,7,-7.283,0.0283,0.0657,0.0218,0.446,0.0812,109.987,4,unsaved,1,0
0.489,0.586,6,-10.37,0.355,0.249,0.00628,0.15,0.281,155.191,4,unsaved,1,0
0.46,0.686,0,-5.948,0.0367,0.00146,0.0,0.375,0.252,148.054,4,unsaved,0,1
0.541,0.77,2,-6.03,0.0298,0.0426,1.18e-06,0.218,0.24,101.066,4,unsaved,1,0
0.53,0.525,0,-8.319,0.0585,0.228,2.2e-06,0.0812,0.225,134.236,4,unsaved,1,0
0.611,0.689,0,-5.793,0.0822,0.318,0.0,0.335,0.449,120.054,4,unsaved,1,0
0.77,0.665,1,-7.605,0.373,0.0218,0.0,0.656,0.766,120.054,4,unsaved,1,0
0.794,0.44,0,-7.861,0.131,0.0806,0.0,0.198,0.276,138.024,4,unsaved,0,1
0.356,0.395,0,-8.289,0.0251,0.307,1.36e-06,0.332,0.258,85.904,4,unsaved,1,0
0.541,0.313,1,-9.364,0.0291,0.723,0.0,0.104,0.629,117.883,4,unsaved,1,0
0.377,0.767,6,-5.162,0.206,0.0985,0.0,0.201,0.434,81.987,4,unsaved,0,1
0.732,0.772,2,-6.142,0.267,0.194,1.54e-06,0.242,0.493,123.009,4,unsaved,0,1
0.757,0.448,1,-9.461,0.115,0.111,0.000157,0.154,0.3,149.974,4,unsaved,0,1
0.646,0.608,0,-10.688,0.751,0.643,0.0,0.353,0.966,161.246,4,unsaved,0,1
0.246,0.253,8,-11.184,0.0336,0.713,2.34e-06,0.129,0.296,87.521,4,unsaved,1,0
0.486,0.344,0,-6.421,0.0406,0.794,0.0,0.0968,0.233,136.526,4,unsaved,1,0
0.759,0.489,1,-9.141,0.321,0.0811,0.0,0.149,0.346,138.98,4,unsaved,1,0
0.577,0.578,0,-9.146,0.0906,0.547,0.59,0.264,0.367,84.965,4,unsaved,0,1
0.878,0.52,9,-7.58,0.131,0.218,0.0,0.119,0.337,110.996,4,unsaved,1,0
0.478,0.555,1,-12.298,0.117,0.82,1.56e-06,0.533,0.624,72.882,4,unsaved,1,0
0.385,0.711,0,-5.736,0.0588,0.0167,0.0,0.11,0.331,187.717,4,unsaved,1,0
0.468,0.42,10,-8.727,0.0289,0.456,0.0,0.194,0.526,97.905,4,unsaved,0,1
0.557,0.501,1,-11.429,0.373,0.123,0.000106,0.97,0.385,104.359,4,unsaved,1,0
0.835,0.571,2,-3.804,0.345,0.155,0.0,0.132,0.392,137.021,4,unsaved,0,1
0.615,0.373,0,-10.775,0.034,0.501,0.0,0.369,0.697,117.278,4,unsaved,1,0
0.534,0.441,6,-12.283,0.568,0.66,0.0,0.964,0.768,164.482,4,unsaved,1,0
0.295,0.145,0,-15.809,0.0361,0.995,0.512,0.141,0.217,74.359,4,unsaved,0,1
0.545,0.496,2,-8.223,0.0903,0.432,0.00709,0.128,0.322,81.459,4,unsaved,1,0
0.429,0.974,9,-1.641,0.0684,0.0196,0.000177,0.668,0.58,159.921,4,unsaved,1,0
0.62,0.654,9,-8.958,0.0541,0.0209,0.000158,0.197,0.161,124.885,4,unsaved,1,0
0.863,0.628,1,-7.615,0.38,0.488,0.0,0.635,0.393,124.912,4,unsaved,1,0
0.767,0.324,6,-24.461,0.743,0.629,0.0,0.28,0.909,127.276,4,unsaved,1,0
0.487,0.672,7,-6.534,0.445,0.043,0.0,0.618,0.235,79.185,4,unsaved,1,0
0.351,0.796,6,-6.868,0.056,0.117,0.00066,0.351,0.0821,127.992,4,unsaved,0,1
0.575,0.288,4,-9.048,0.0479,0.904,0.000881,0.134,0.509,112.64,4,unsaved,1,0
0.64,0.643,10,-2.442,0.0625,0.039,0.0,0.109,0.335,80.025,4,unsaved,0,1
0.602,0.472,6,-5.375,0.265,0.262,0.0,0.172,0.304,163.817,4,unsaved,0,1
0.72,0.783,1,-4.097,0.129,0.0823,0.0,0.121,0.604,76.085,4,unsaved,1,0
0.506,0.778,11,-7.197,0.42,0.804,4.8e-06,0.0936,0.108,129.29,4,unsaved,0,1
0.464,0.855,5,-6.197,0.0585,0.0777,0.013,0.989,0.371,128.008,4,unsaved,1,0
0.488,0.909,10,-6.591,0.0929,0.0011,1.02e-05,0.456,0.643,129.774,4,unsaved,1,0
0.481,0.887,0,-5.043,0.0581,0.000378,0.0,0.483,0.763,150.299,4,unsaved,1,0
0.602,0.724,2,-3.469,0.0352,0.0184,0.0,0.606,0.451,100.064,4,unsaved,0,1
0.668,0.508,7,-7.502,0.356,0.00499,0.0,0.318,0.371,160.225,4,unsaved,0,1
0.607,0.783,9,-6.891,0.139,0.0036,0.0,0.216,0.182,87.026,4,unsaved,1,0
0.524,0.427,1,-9.57,0.0297,0.098,0.000273,0.129,0.0379,100.024,4,unsaved,0,1
0.821,0.72,10,-4.606,0.222,0.00902,7.07e-06,0.158,0.285,150.039,4,unsaved,0,1
0.657,0.598,1,-3.823,0.0504,0.191,0.0,0.754,0.174,125.929,4,unsaved,1,0
0.61,0.589,2,-7.263,0.0415,0.859,1.44e-06,0.311,0.743,142.069,4,unsaved,1,0
0.89,0.504,8,-5.444,0.123,0.023,0.0,0.123,0.222,129.969,4,unsaved,0,1
0.552,0.356,9,-5.512,0.301,0.769,0.0,0.263,0.701,86.764,4,unsaved,1,0
0.878,0.549,8,-6.712,0.319,0.0428,0.0,0.152,0.216,131.971,4,unsaved,1,0
0.905,0.389,8,-14.505,0.332,0.74,0.162,0.106,0.196,120.046,4,unsaved,1,0
0.619,0.842,1,-5.473,0.291,0.235,0.0,0.169,0.478,101.448,4,unsaved,0,1
0.47,0.327,0,-8.095,0.0279,0.477,0.0,0.114,0.406,93.565,3,unsaved,1,0
0.837,0.559,10,-7.852,0.331,0.0247,0.0,0.13,0.393,137.997,4,unsaved,0,1
0.655,0.869,1,-4.344,0.212,0.137,2.36e-05,0.312,0.0815,135.763,4,unsaved,0,1
0.583,0.075,5,-15.843,0.0726,0.933,1.4e-06,0.111,0.347,108.418,4,unsaved,1,0
0.109,0.12,0,-12.104,0.0339,0.93,8.24e-05,0.1,0.0846,81.166,1,unsaved,0,1
0.552,0.76,11,-6.861,0.0367,0.00713,0.0113,0.313,0.338,104.957,4,unsaved,0,1
0.375,0.546,2,-8.16,0.0294,0.451,0.000312,0.278,0.37,95.361,4,unsaved,1,0
0.922,0.54,6,-5.917,0.0677,0.135,1.32e-05,0.0772,0.255,113.969,4,unsaved,0,1
0.568,0.673,7,-9.383,0.0373,0.00259,0.732,0.0929,0.303,120.026,4,unsaved,0,1
0.843,0.605,0,-7.261,0.26,0.0324,7.77e-05,0.627,0.528,130.044,4,unsaved,1,0
0.735,0.448,6,-7.387,0.0864,0.333,0.0,0.115,0.581,93.099,4,unsaved,1,0
0.852,0.727,1,-4.851,0.267,0.0962,0.0,0.154,0.496,130.014,4,unsaved,1,0
0.733,0.674,3,-4.441,0.0316,0.0207,0.173,0.0701,0.464,128.03,4,unsaved,0,1
0.589,0.693,6,-10.049,0.0678,0.0529,0.777,0.0849,0.131,120.013,4,unsaved,1,0
0.174,0.451,2,-9.91,0.0476,0.0132,0.0162,0.4,0.0853,60.44,4,unsaved,1,0
0.246,0.193,0,-12.149,0.0309,0.908,2.71e-06,0.134,0.164,89.171,3,unsaved,1,0
0.291,0.474,2,-6.047,0.0289,0.0753,0.00699,0.0976,0.186,130.586,3,unsaved,1,0
0.39,0.709,3,-22.434,0.668,0.981,0.727,0.527,0.178,58.181,4,unsaved,0,1
0.627,0.667,3,-4.952,0.421,0.0733,0.0,0.0835,0.579,83.663,4,unsaved,0,1
0.721,0.709,10,-7.939,0.0486,0.0566,3.95e-05,0.0686,0.341,99.961,4,unsaved,0,1
0.395,0.746,7,-4.938,0.0447,0.219,0.0,0.123,0.671,188.267,4,unsaved,1,0
0.68,0.255,10,-11.93,0.0372,0.763,0.0484,0.0837,0.616,144.823,4,unsaved,1,0
0.541,0.556,7,-11.523,0.0255,0.383,0.707,0.107,0.473,110.046,4,unsaved,1,0
0.626,0.639,10,-5.62,0.085,0.0465,0.0,0.161,0.638,144.009,4,unsaved,1,0
0.665,0.624,1,-6.476,0.103,0.0142,3.84e-05,0.258,0.238,101.989,4,unsaved,1,0
0.68,0.883,1,-5.387,0.395,0.187,0.0,0.116,0.59,96.173,4,unsaved,1,0
0.533,0.707,3,-5.81,0.434,0.0876,0.0,0.0951,0.53,180.21,4,unsaved,0,1
0.52,0.683,0,-4.893,0.0328,0.343,0.0,0.12,0.413,142.481,4,unsaved,1,0
0.81,0.582,5,-5.098,0.125,0.0862,0.00681,0.207,0.503,95.004,4,unsaved,0,1
0.219,0.0995,4,-27.833,0.0552,0.953,0.0,0.306,0.14,113.455,3,unsaved,1,0
0.817,0.816,2,-5.402,0.269,0.00263,0.0,0.159,0.508,181.982,4,unsaved,1,0
0.861,0.715,11,-4.393,0.301,0.00227,0.0,0.144,0.535,148.971,4,unsaved,0,1
0.588,0.742,8,-6.757,0.0528,0.0162,3.98e-06,0.653,0.824,125.819,4,unsaved,1,0
0.548,0.797,5,-6.344,0.04,0.000104,0.00218,0.334,0.711,133.777,4,unsaved,1,0
0.744,0.589,5,-1.218,0.0359,0.36,0.0,0.119,0.242,127.051,4,unsaved,0,1
0.615,0.455,8,-9.625,0.0469,0.008,0.121,0.0819,0.377,170.068,4,unsaved,1,0
