danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,label,mode_major,mode_minor
0.485,0.724,6,-8.601,0.158,0.782,0.000814,0.342,0.759,145.25,4,saved,0,1
0.605,0.511,11,-8.094,0.475,0.165,8.95e-05,0.104,0.379,65.256,4,saved,0,1
0.373,0.569,10,-7.846,0.0515,0.205,4.19e-05,0.377,0.274,89.918,4,saved,1,0
0.868,0.657,8,-4.853,0.113,0.0158,0.0,0.0995,0.436,162.865,4,saved,1,0
0.399,0.599,3,-6.987,0.204,0.362,0.0,0.188,0.0911,73.051,4,saved,1,0
0.486,0.49,4,-12.393,0.0347,0.152,0.0,0.0778,0.235,148.976,4,saved,0,1
0.64,0.644,5,-5.698,0.37,0.802,0.0,0.101,0.569,85.397,4,saved,0,1
0.23,0.492,8,-5.767,0.0317,0.568,8.18e-06,0.176,0.262,160.139,4,saved,1,0
0.597,0.724,2,-7.764,0.0487,0.00268,0.0,0.111,0.325,110.012,4,saved,1,0
0.491,0.944,5,-2.399,0.224,0.235,0.000712,0.697,0.457,163.205,4,saved,0,1
0.508,0.834,2,-6.205,0.0386,0.0183,0.0,0.0732,0.774,139.131,4,saved,1,0
0.347,0.672,7,-6.661,0.52,0.0118,0.000154,0.245,0.565,195.225,4,saved,1,0
0.595,0.82,7,-4.396,0.165,0.0894,0.0,0.362,0.556,92.033,4,saved,1,0
0.729,0.384,11,-9.662,0.131,0.231,0.0,0.115,0.3,126.982,4,saved,1,0
0.362,0.377,2,-9.713,0.0339,0.732,0.000631,0.127,0.294,137.891,4,saved,1,0
0.772,0.78,10,-4.288,0.108,0.0512,0.0,0.119,0.719,124.988,4,saved,0,1
0.772,0.256,7,-8.545,0.0481,0.491,0.00612,0.144,0.357,118.902,3,saved,0,1
0.362,0.684,9,-7.659,0.0524,0.0134,0.335,0.0883,0.202,180.165,4,saved,0,1
0.825,0.9,8,-5.516,0.108,0.128,0.0,0.039,0.88,127.979,4,saved,1,0
0.722,0.331,8,-7.789,0.0725,0.337,0.283,0.146,0.102,143.974,4,saved,1,0
0.635,0.401,9,-8.55,0.0251,0.594,1.28e-06,0.191,0.449,95.013,4,saved,1,0
0.876,0.375,4,-9.341,0.259,0.478,0.0,0.106,0.325,113.909,4,saved,1,0
0.539,0.852,10,-6.062,0.248,0.507,0.0,0.0851,0.518,99.636,4,saved,0,1
0.466,0.672,8,-5.777,0.068,0.622,0.00108,0.147,0.108,91.673,4,saved,0,1
0.392,0.938,9,-4.111,0.0711,0.00558,0.0,0.252,0.407,146.236,4,saved,0,1
0.67,0.895,2,-1.438,0.349,0.327,0.0,0.269,0.622,111.389,5,saved,1,0
0.678,0.415,0,-11.561,0.139,0.665,0.0,0.106,0.333,114.987,4,saved,1,0
0.743,0.648,0,-5.116,0.296,0.317,0.0,0.402,0.688,85.933,4,saved,1,0
0.376,0.668,11,-7.269,0.0497,0.635,1.96e-06,0.294,0.404,87.457,4,saved,0,1
0.538,0.538,0,-6.601,0.164,0.302,0.0,0.121,0.389,153.958,4,saved,0,1
0.46,0.314,6,-10.158,0.0267,0.699,4.03e-06,0.122,0.216,90.014,4,saved,0,1
0.654,0.565,4,-8.741,0.196,0.345,0.0,0.157,0.207,140.079,4,saved,0,1
0.633,0.749,0,-7.915,0.0311,0.065,0.0207,0.0676,0.491,99.98,4,saved,1,0
0.326,0.303,9,-11.802,0.047,0.565,0.000655,0.161,0.0677,78.888,3,saved,1,0
0.818,0.67,8,-4.451,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,4,saved,0,1
0.456,0.75,9,-4.609,0.0444,0.115,1.69e-05,0.114,0.564,80.019,4,saved,0,1
0.502,0.777,1,-4.627,0.0934,0.117,2.91e-06,0.0957,0.356,174.153,4,saved,1,0
0.552,0.637,5,-6.568,0.0445,0.464,1.63e-05,0.136,0.333,97.97,4,saved,1,0
0.577,0.833,5,-3.337,0.0695,0.0137,0.0,0.121,0.58,107.936,4,saved,1,0
0.382,0.749,7,-5.683,0.0379,0.00206,0.687,0.0668,0.0572,151.883,4,saved,0,1
0.779,0.56,10,-7.564,0.253,0.258,0.0,0.241,0.421,142.032,4,saved,0,1
0.588,0.632,8,-9.026,0.275,0.0339,0.00936,0.115,0.444,145.979,4,saved,1,0
0.487,0.789,8,-3.69,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,4,saved,1,0
0.672,0.598,10,-8.268,0.319,0.773,1.66e-06,0.355,0.466,84.017,4,saved,1,0
0.896,0.423,8,-7.987,0.44,0.02,0.0,0.182,0.282,132.928,4,saved,1,0
0.675,0.41,0,-10.699,0.0444,0.298,0.000679,0.133,0.301,79.998,4,saved,0,1
0.257,0.349,7,-9.368,0.0294,0.748,0.000117,0.255,0.136,54.641,4,saved,0,1
0.665,0.908,2,-4.804,0.188,0.0503,0.0,0.0798,0.694,98.811,4,saved,1,0
0.61,0.656,6,-5.585,0.0286,0.221,8.02e-05,0.0552,0.4,127.169,4,saved,1,0
0.378,0.752,9,-4.352,0.399,0.192,0.0,0.172,0.321,95.605,4,saved,1,0
0.585,0.694,2,-6.632,0.0392,0.00037,0.0144,0.0724,0.785,127.966,4,saved,1,0
0.489,0.344,3,-9.161,0.0289,0.811,0.0,0.19,0.383,72.286,5,saved,1,0
0.417,0.887,5,-5.551,0.367,0.0786,0.0,0.834,0.303,167.579,4,saved,0,1
0.301,0.581,11,-7.324,0.0422,0.602,0.0,0.0757,0.235,132.051,3,saved,0,1
0.806,0.515,1,-10.025,0.27,0.138,0.0,0.113,0.499,76.93,4,saved,1,0
0.556,0.702,0,-10.079,0.205,0.517,0.0,0.342,0.793,155.948,4,saved,0,1
0.501,0.648,7,-7.023,0.0473,0.00898,0.377,0.393,0.095,99.996,4,saved,0,1
0.496,0.947,0,-3.614,0.0553,0.000334,0.000104,0.326,0.672,144.977,4,saved,1,0
0.453,0.881,7,-3.654,0.0463,0.0231,0.0,0.165,0.492,140.033,4,saved,1,0
0.855,0.423,5,-15.044,0.0585,0.724,0.469,0.0896,0.572,120.02,4,saved,0,1
0.429,0.763,1,-5.91,0.107,0.524,0.000199,0.127,0.668,100.835,4,saved,1,0
0.902,0.819,1,-3.321,0.317,0.0414,0.0,0.106,0.746,89.0,4,saved,1,0
0.413,0.833,0,-7.982,0.0445,0.107,4.58e-06,0.447,0.402,111.772,4,saved,1,0
0.495,0.824,7,-3.474,0.0357,0.0058,0.0,0.219,0.469,138.988,4,saved,0,1
0.574,0.563,2,-8.543,0.0292,0.56,9.39e-05,0.323,0.67,134.083,4,saved,0,1
0.487,0.729,2,-6.815,0.271,0.0538,4.07e-06,0.44,0.217,91.048,4,saved,1,0
0.395,0.637,1,-5.757,0.0304,0.00986,0.00235,0.33,0.284,169.99,4,saved,1,0
0.764,0.475,0,-12.618,0.114,0.345,0.0,0.14,0.34,129.974,4,saved,1,0
0.425,0.451,9,-7.307,0.0293,0.505,0.0,0.136,0.324,157.25,4,saved,1,0
0.532,0.604,7,-7.273,0.348,0.371,0.0,0.114,0.538,95.307,5,saved,0,1
0.599,0.854,9,-5.429,0.0436,0.0746,0.0,0.278,0.311,119.986,4,saved,1,0
0.359,0.648,3,-7.06,0.035,0.108,0.0135,0.0555,0.133,111.733,4,saved,1,0
0.533,0.697,8,-7.655,0.057,0.0123,0.000333,0.0999,0.396,168.153,4,saved,1,0
0.44,0.492,2,-9.532,0.0359,0.264,0.0114,0.0917,0.0632,99.966,4,saved,0,1
0.558,0.468,3,-5.812,0.173,0.159,0.0,0.586,0.405,81.977,4,saved,1,0
0.603,0.256,7,-12.938,0.0356,0.559,2.28e-06,0.186,0.666,121.65,4,saved,1,0
0.501,0.858,5,-6.27,0.0578,0.00392,0.0,0.119,0.361,121.018,4,saved,0,1
0.75,0.797,3,-5.097,0.133,0.292,0.0,0.376,0.637,133.974,4,saved,1,0
0.819,0.472,1,-8.018,0.0888,0.106,0.0,0.143,0.358,125.108,4,saved,0,1
0.925,0.518,8,-5.831,0.106,0.00433,0.0,0.0976,0.241,120.064,4,saved,1,0
0.484,0.78,9,-5.264,0.135,0.147,0.0,0.057,0.271,137.101,4,saved,0,1
0.852,0.553,1,-7.286,0.187,0.0563,0.0,0.332,0.656,142.072,4,saved,1,0
0.482,0.757,0,-3.387,0.042,0.0297,0.0,0.0819,0.412,95.001,4,saved,0,1
0.424,0.261,6,-11.863,0.0381,0.889,4.2e-06,0.111,0.26,58.029,3,saved,1,0
0.739,0.405,0,-10.897,0.0852,0.442,0.211,0.158,0.127,157.09,4,saved,1,0
0.568,0.609,5,-7.698,0.279,0.0613,9.11e-06,0.0954,0.396,143.351,4,saved,0,1
0.613,0.896,10,-6.479,0.0695,0.704,0.00186,0.118,0.752,169.085,4,saved,0,1
0.353,0.753,1,-6.276,0.74,0.0833,0.0,0.383,0.432,191.142,4,saved,0,1
0.721,0.339,0,-11.195,0.0532,0.409,0.00153,0.0973,0.2,129.83,4,saved,1,0
0.453,0.17,1,-13.082,0.0319,0.92,0.0,0.094,0.175,80.814,4,saved,1,0
0.281,0.73,9,-5.862,0.0418,0.00883,1.49e-06,0.331,0.732,169.608,4,saved,1,0
0.501,0.403,9,-9.607,0.0752,0.114,1.1e-05,0.124,0.27,132.608,3,saved,0,1
0.791,0.669,6,-7.189,0.146,0.175,0.0,0.33,0.809,92.013,4,saved,0,1
0.665,0.526,0,-6.668,0.16,0.592,0.0,0.613,0.651,99.815,4,saved,0,1
0.771,0.56,5,-5.636,0.0692,0.415,4.86e-05,0.536,0.389,109.978,4,saved,0,1
0.674,0.664,9,-6.021,0.0906,0.0107,0.0,0.275,0.451,154.039,4,saved,1,0
0.721,0.738,2,-5.682,0.0649,0.00222,0.0,0.224,0.375,135.988,4,saved,1,0
0.904,0.706,11,-3.393,0.169,0.0328,1.12e-06,0.163,0.103,94.002,4,saved,0,1
0.689,0.712,10,-7.184,0.0451,0.000803,0.000601,0.237,0.0379,100.004,4,saved,1,0
0.535,0.525,4,-6.106,0.0373,0.252,5.83e-05,0.243,0.218,107.026,4,saved,1,0
0.667,0.61,1,-7.054,0.217,0.322,0.000203,0.426,0.465,99.991,4,saved,1,0
0.925,0.308,11,-6.562,0.338,0.125,0.0,0.0933,0.265,122.099,4,saved,0,1
0.734,0.649,8,-6.235,0.313,0.466,0.0,0.116,0.158,95.1,4,saved,0,1
0.635,0.304,9,-10.24,0.0334,0.896,0.0,0.299,0.353,99.882,4,saved,0,1
0.505,0.611,7,-5.976,0.0648,0.826,0.0,0.108,0.176,85.944,4,saved,0,1
0.88,0.428,9,-8.28,0.206,0.149,5.07e-05,0.114,0.333,100.007,4,saved,1,0
0.597,0.588,9,-8.432,0.408,0.754,0.0,0.195,0.439,133.772,3,saved,0,1
0.554,0.696,9,-7.664,0.0335,0.0237,4.51e-05,0.505,0.446,138.051,4,saved,1,0
0.495,0.675,5,-5.015,0.148,0.0998,0.0,0.0873,0.624,172.023,4,saved,1,0
0.508,0.763,1,-5.674,0.303,0.0627,0.0,0.347,0.275,161.59,4,saved,1,0
0.727,0.513,8,-7.582,0.212,0.00294,0.0,0.33,0.238,149.981,4,saved,1,0
0.639,0.893,9,-6.509,0.036,0.289,0.00816,0.222,0.966,126.143,4,saved,1,0
0.816,0.414,1,-7.953,0.119,0.423,0.0,0.125,0.197,150.008,4,saved,1,0
0.677,0.489,8,-7.385,0.277,0.0144,0.0,0.318,0.457,139.848,4,saved,1,0
0.639,0.888,7,-4.988,0.207,0.282,0.0,0.298,0.798,182.014,4,saved,1,0
0.877,0.391,1,-8.196,0.063,0.0317,0.000502,0.0945,0.122,131.018,4,saved,1,0
0.632,0.908,1,-4.499,0.1,0.15,0.0,0.207,0.258,114.003,4,saved,1,0
0.756,0.757,1,-2.969,0.0772,0.0547,0.0,0.211,0.284,140.069,4,saved,1,0
0.538,0.282,7,-9.148,0.0633,0.555,0.000207,0.374,0.201,74.31,4,saved,0,1
0.576,0.448,2,-11.382,0.319,0.336,8.41e-05,0.129,0.13,77.113,4,saved,1,0
0.63,0.625,6,-5.088,0.0252,0.231,0.0,0.0765,0.683,167.998,4,saved,0,1
0.665,0.417,1,-6.731,0.524,0.374,0.0,0.186,0.04,110.111,4,saved,0,1
0.678,0.666,5,-6.949,0.487,0.337,0.0,0.115,0.523,87.634,4,saved,1,0
0.868,0.347,5,-9.529,0.0536,0.308,2e-05,0.11,0.659,110.059,4,saved,1,0
0.578,0.692,9,-6.87,0.048,0.0016,0.109,0.0877,0.344,125.248,4,saved,1,0
0.406,0.96,1,-2.492,0.138,0.0703,0.0,0.0776,0.511,154.501,4,saved,0,1
0.704,0.431,8,-7.893,0.131,0.185,0.0972,0.249,0.346,146.003,4,saved,1,0
0.656,0.564,1,-8.925,0.0883,0.0167,1.39e-06,0.165,0.25,150.014,4,saved,0,1
0.869,0.67,11,-5.505,0.215,0.0912,0.0,0.0955,0.49,162.999,4,saved,0,1
0.698,0.664,7,-7.828,0.0778,0.121,0.00131,0.331,0.623,96.001,4,saved,1,0
0.585,0.52,5,-6.136,0.0712,0.124,7.01e-05,0.131,0.129,159.801,4,saved,0,1
0.456,0.609,7,-6.439,0.377,0.617,0.0,0.0724,0.41,86.368,4,saved,0,1
0.658,0.703,4,-12.977,0.65,0.892,2.04e-06,0.324,0.88,114.128,4,saved,0,1
0.519,0.528,4,-8.419,0.0907,0.135,0.0,0.174,0.164,129.835,4,saved,0,1
0.448,0.632,11,-11.992,0.253,0.843,0.0,0.87,0.717,48.176,3,saved,1,0
0.461,0.293,6,-9.52,0.0555,0.947,9.95e-06,0.0936,0.531,180.297,4,saved,1,0
0.588,0.674,7,-7.083,0.171,0.0319,7.55e-06,0.122,0.198,193.893,4,saved,1,0
0.67,0.451,3,-9.59,0.113,0.452,3.04e-05,0.119,0.398,155.98,4,saved,1,0
0.69,0.553,7,-5.354,0.0395,0.283,1.57e-06,0.14,0.645,107.975,3,saved,0,1
0.489,0.57,1,-10.291,0.306,0.759,2.1e-06,0.179,0.584,185.516,4,saved,1,0
0.601,0.649,8,-4.931,0.0825,0.326,5.36e-05,0.0947,0.253,116.052,4,saved,1,0
0.738,0.491,1,-9.726,0.413,0.626,0.0,0.126,0.448,94.378,4,saved,0,1
0.835,0.413,1,-9.81,0.396,0.373,0.00133,0.101,0.111,149.004,4,saved,1,0
0.542,0.721,1,-5.136,0.0625,0.147,0.0,0.348,0.623,149.831,4,saved,0,1
0.522,0.585,9,-5.382,0.0409,0.184,0.0,0.132,0.347,67.909,4,saved,0,1
0.363,0.488,10,-9.122,0.0454,0.755,6.57e-05,0.162,0.356,94.401,4,saved,1,0
0.545,0.819,9,-7.389,0.0288,0.00423,0.141,0.105,0.679,108.947,3,saved,1,0
0.26,0.879,9,-8.282,0.0497,0.00384,0.0,0.32,0.302,127.675,4,saved,0,1
0.573,0.538,4,-5.462,0.138,0.253,0.0,0.0622,0.148,152.096,4,saved,0,1
0.519,0.574,1,-7.696,0.184,0.633,0.0,0.271,0.434,100.22,3,saved,1,0
0.582,0.604,9,-6.962,0.0493,0.134,0.000957,0.102,0.341,143.952,4,saved,1,0
0.681,0.524,4,-7.47,0.327,0.212,2.13e-06,0.112,0.15,96.183,4,saved,0,1
0.383,0.102,2,-14.066,0.0501,0.978,2.56e-05,0.135,0.038,77.447,1,saved,1,0
0.653,0.71,8,-8.444,0.0554,0.33,0.0,0.143,0.409,122.044,4,saved,1,0
0.48,0.826,0,-4.602,0.0397,0.000797,1.01e-06,0.125,0.687,96.0,4,saved,1,0
0.415,0.668,0,-6.849,0.036,0.212,0.0615,0.27,0.842,180.048,4,saved,1,0
0.476,0.192,9,-15.753,0.064,0.976,0.928,0.119,0.114,116.542,3,saved,1,0
0.855,0.658,8,-5.911,0.334,0.142,1.26e-06,0.112,0.51,74.918,4,saved,1,0
0.46,0.768,9,-5.827,0.193,0.0176,0.0,0.0661,0.6,150.061,4,saved,0,1
0.536,0.796,10,-6.32,0.0333,0.103,0.0,0.177,0.397,95.98,4,saved,1,0
0.527,0.787,6,-8.536,0.0851,0.114,0.00539,0.12,0.237,107.02,4,saved,1,0
0.729,0.672,7,-6.749,0.282,0.0265,0.0,0.244,0.595,159.903,4,saved,1,0
0.477,0.981,4,-3.396,0.306,0.07,3.17e-05,0.648,0.502,163.999,4,saved,1,0
0.634,0.69,6,-7.804,0.052,0.0771,0.0,0.132,0.645,94.988,4,saved,1,0
0.599,0.667,7,-4.267,0.0367,0.0533,0.0,0.134,0.817,80.984,4,saved,1,0
0.421,0.539,11,-5.456,0.274,0.779,0.0,0.111,0.523,89.177,3,saved,0,1
0.438,0.593,2,-7.786,0.049,0.375,1.8e-05,0.388,0.0791,127.994,4,saved,1,0
0.569,0.721,7,-6.623,0.0453,0.182,0.0,0.104,0.751,108.198,4,saved,1,0
0.762,0.666,0,-6.055,0.0916,0.00427,0.0,0.127,0.278,118.97,4,saved,1,0
0.579,0.681,0,-6.381,0.073,0.478,2.67e-05,0.306,0.555,97.716,4,saved,1,0
0.376,0.821,0,-3.974,0.104,0.0785,0.0,0.0823,0.331,120.462,4,saved,1,0
0.763,0.807,1,-3.714,0.035,0.0714,0.28,0.348,0.559,103.038,3,saved,1,0
0.507,0.545,2,-7.209,0.43,0.25,0.0,0.239,0.392,78.461,4,saved,1,0
0.644,0.84,9,-3.753,0.172,0.39,0.0,0.246,0.818,95.11,4,saved,1,0
0.828,0.55,5,-9.158,0.252,0.000377,0.0016,0.133,0.25,160.016,4,saved,1,0
0.472,0.541,1,-8.513,0.231,0.141,1.21e-06,0.477,0.128,145.12,4,saved,1,0
0.384,0.705,1,-7.99,0.254,0.0271,0.00681,0.316,0.266,83.601,4,saved,1,0
0.647,0.59,6,-9.931,0.247,0.0609,0.0,0.381,0.415,92.275,4,saved,1,0
0.711,0.739,7,-3.804,0.129,0.114,0.0,0.226,0.43,136.919,4,saved,0,1
0.663,0.839,0,-4.453,0.0695,0.000185,4.65e-06,0.0808,0.75,135.155,4,saved,1,0
0.397,0.576,1,-4.489,0.0282,0.0641,0.000272,0.117,0.201,183.977,3,saved,1,0
0.606,0.811,7,-4.667,0.278,0.00782,1.49e-05,0.349,0.276,156.347,4,saved,1,0
0.38,0.389,1,-11.891,0.0319,0.934,2.45e-05,0.164,0.444,85.746,4,saved,0,1
0.423,0.536,7,-3.8,0.16,0.015,0.0,0.095,0.0895,71.313,5,saved,1,0
0.829,0.357,1,-11.543,0.28,0.104,8.35e-05,0.0799,0.0391,108.09,4,saved,1,0
0.616,0.656,5,-7.298,0.0344,0.096,0.000879,0.205,0.286,150.071,4,saved,1,0
0.694,0.557,8,-6.686,0.396,0.0403,0.0,0.0832,0.684,161.887,4,saved,1,0
0.657,0.456,9,-8.351,0.0961,0.705,8.84e-06,0.084,0.381,141.735,4,saved,1,0
0.607,0.784,7,-6.293,0.268,0.433,0.0,0.689,0.482,81.004,4,saved,1,0
0.644,0.479,4,-8.352,0.177,0.169,0.0,0.639,0.612,79.929,4,saved,1,0
0.649,0.558,4,-5.675,0.425,0.206,1.05e-06,0.156,0.15,75.087,4,saved,0,1
0.556,0.747,11,-4.568,0.0511,0.0169,0.0,0.439,0.343,108.026,3,saved,0,1
0.574,0.634,1,-7.98,0.0348,0.546,0.71,0.242,0.245,132.981,4,saved,1,0
0.426,0.862,2,-5.979,0.597,0.0813,0.0,0.34,0.332,100.3,5,saved,1,0
0.666,0.485,0,-9.85,0.0527,0.0355,0.000603,0.504,0.288,91.009,4,saved,0,1
0.599,0.448,8,-6.312,0.0232,0.163,0.0,0.106,0.168,95.05,3,saved,1,0
0.664,0.705,1,-4.972,0.0382,0.0654,0.0,0.115,0.477,122.017,4,saved,0,1
0.726,0.535,7,-7.804,0.0476,0.0533,1.38e-05,0.0984,0.375,98.067,4,saved,0,1
0.592,0.403,0,-8.768,0.414,0.62,0.0,0.54,0.391,105.169,4,saved,0,1
0.61,0.66,10,-5.558,0.104,0.192,0.0,0.107,0.419,118.852,4,saved,0,1
0.503,0.598,2,-8.273,0.0362,0.128,0.0983,0.106,0.196,162.905,4,saved,1,0
0.583,0.8,11,-8.505,0.0349,0.444,0.843,0.201,0.253,144.024,4,saved,0,1
0.386,0.488,1,-7.303,0.422,0.00171,0.0,0.64,0.217,193.397,4,saved,0,1
0.651,0.568,5,-6.774,0.0275,0.282,0.0,0.0862,0.805,93.006,4,saved,1,0
0.694,0.828,5,-5.529,0.305,0.0654,0.0,0.174,0.52,95.038,4,saved,0,1
0.47,0.792,4,-4.788,0.0972,0.0483,2.08e-06,0.129,0.409,150.956,4,saved,1,0
0.375,0.657,8,-6.661,0.0251,0.0161,0.00115,0.13,0.182,96.041,3,saved,0,1
0.469,0.38,2,-9.144,0.0268,0.605,0.0,0.108,0.182,152.919,3,saved,1,0
0.865,0.687,10,-3.744,0.217,0.242,0.0,0.158,0.486,139.023,4,saved,0,1
0.424,0.437,2,-8.588,0.0355,0.962,0.336,0.664,0.131,174.127,3,saved,1,0
0.812,0.648,2,-4.994,0.0887,0.0951,0.0,0.11,0.246,130.022,4,saved,1,0
0.677,0.75,6,-10.484,0.0872,0.317,3.68e-06,0.204,0.799,128.832,4,saved,1,0
0.49,0.373,8,-9.762,0.26,0.101,0.000105,0.128,0.346,121.889,4,saved,1,0
0.657,0.497,1,-7.689,0.112,0.254,0.0,0.367,0.594,106.049,4,saved,1,0
0.561,0.69,0,-4.813,0.0258,0.000816,5.01e-06,0.118,0.567,94.992,4,saved,1,0
0.811,0.621,9,-6.957,0.0916,0.194,0.0,0.128,0.899,94.992,4,saved,1,0
0.838,0.546,5,-6.811,0.295,0.153,0.0,0.0656,0.745,137.027,4,saved,0,1
0.504,0.705,6,-8.205,0.364,0.0752,0.0,0.128,0.584,175.483,4,saved,0,1
0.813,0.453,1,-6.941,0.338,0.0933,0.0,0.14,0.191,161.997,4,saved,1,0
0.822,0.685,1,-5.872,0.0837,0.0039,0.0,0.242,0.306,102.033,4,saved,0,1
0.49,0.44,10,-7.76,0.353,0.00806,0.00103,0.186,0.091,173.095,4,saved,1,0
0.874,0.703,5,-6.017,0.0685,0.0455,0.0,0.166,0.344,143.039,4,saved,0,1
0.665,0.612,2,-4.664,0.0314,0.487,0.000194,0.183,0.25,120.989,4,saved,0,1
0.548,0.816,2,-4.478,0.0499,0.0104,0.0543,0.152,0.857,174.993,4,saved,1,0
0.413,0.953,2,-3.247,0.15,0.00111,0.0,0.453,0.58,169.966,4,saved,1,0
0.677,0.628,10,-7.356,0.619,0.0821,0.0,0.0771,0.533,110.153,5,saved,0,1
0.744,0.633,2,-7.732,0.113,0.0333,0.0,0.144,0.549,120.011,4,saved,1,0
0.682,0.639,8,-4.406,0.292,0.0284,0.0,0.197,0.183,89.09,4,saved,1,0
0.292,0.334,6,-10.679,0.0378,0.839,0.345,0.151,0.148,67.836,4,saved,0,1
0.652,0.549,6,-7.555,0.039,0.317,0.0,0.104,0.186,120.073,4,saved,0,1
0.635,0.421,5,-8.153,0.0448,0.612,2.77e-06,0.163,0.608,111.707,4,saved,0,1
0.688,0.637,8,-6.26,0.348,0.0148,0.0,0.174,0.637,70.199,4,saved,1,0
0.595,0.828,2,-8.642,0.102,0.767,3.11e-06,0.089,0.841,98.732,4,saved,0,1
0.629,0.662,4,-5.581,0.0939,0.303,0.0,0.0762,0.45,82.368,4,saved,1,0
0.691,0.64,0,-6.441,0.369,0.511,0.0,0.409,0.163,138.672,4,saved,1,0
0.299,0.754,5,-4.078,0.0732,0.0195,1.3e-06,0.103,0.295,169.373,4,saved,0,1
0.72,0.586,11,-6.001,0.035,0.215,2.23e-05,0.0919,0.908,176.137,4,saved,1,0
0.906,0.444,4,-8.692,0.384,0.136,6.44e-05,0.173,0.678,140.063,4,saved,0,1
0.769,0.569,1,-5.591,0.0786,0.0737,0.0,0.0571,0.612,146.062,4,saved,0,1
0.508,0.496,1,-9.514,0.348,0.184,0.0,0.333,0.237,147.007,4,saved,1,0
0.434,0.912,9,-5.148,0.0451,0.0191,0.278,0.326,0.315,119.729,4,saved,1,0
0.658,0.535,9,-8.983,0.0573,0.0265,0.0,0.2,0.419,110.684,4,saved,0,1
0.68,0.707,7,-7.225,0.0987,0.479,0.0,0.511,0.382,119.993,4,saved,0,1
0.513,0.457,5,-9.796,0.0716,0.159,1.05e-05,0.0623,0.709,101.952,4,saved,0,1
0.648,0.554,9,-7.005,0.0341,0.329,2.56e-05,0.0803,0.372,98.045,4,saved,1,0
0.778,0.765,11,-7.175,0.128,0.139,0.0274,0.123,0.642,125.062,4,saved,0,1
0.593,0.392,10,-6.872,0.0257,0.382,0.000114,0.131,0.25,75.065,4,saved,0,1
0.557,0.849,7,-5.559,0.316,0.116,0.0,0.0855,0.674,76.939,4,saved,1,0
0.554,0.811,11,-6.397,0.0305,0.0014,0.0167,0.134,0.435,92.032,4,saved,0,1
0.774,0.529,5,-4.479,0.0531,0.0678,0.0,0.0814,0.225,138.071,4,saved,0,1
0.291,0.79,11,-5.683,0.0363,0.00133,5.61e-06,0.0811,0.513,155.667,3,saved,0,1
0.236,0.249,6,-9.595,0.0348,0.811,1e-06,0.087,0.181,72.847,5,saved,0,1
0.604,0.435,4,-9.191,0.135,0.0326,0.0,0.091,0.112,136.827,4,saved,0,1
0.793,0.502,7,-14.127,0.0492,0.00406,0.0,0.237,0.589,101.001,4,saved,1,0
0.614,0.564,4,-8.505,0.0371,0.491,4.73e-06,0.148,0.0585,119.978,4,saved,0,1
0.827,0.591,5,-7.504,0.0744,0.0307,0.0,0.273,0.402,142.113,4,saved,0,1
0.491,0.675,7,-7.152,0.0829,0.163,0.00176,0.132,0.665,87.222,4,saved,1,0
0.674,0.608,8,-6.628,0.0334,0.0119,0.0,0.103,0.464,124.952,4,saved,0,1
0.339,0.932,4,-5.017,0.057,0.00105,0.114,0.255,0.586,128.291,4,saved,1,0
0.685,0.621,11,-8.442,0.361,0.433,0.0,0.607,0.538,128.906,3,saved,0,1
0.932,0.702,7,-3.459,0.0903,0.00304,1.87e-05,0.267,0.53,143.001,4,saved,0,1
0.529,0.529,5,-9.035,0.0808,0.074,5.52e-05,0.0921,0.145,126.762,4,saved,0,1
0.905,0.506,2,-8.598,0.0588,0.0149,3.56e-05,0.371,0.122,110.017,4,saved,1,0
0.451,0.931,9,-3.871,0.0719,0.00076,0.0049,0.361,0.172,122.961,4,saved,1,0
0.596,0.856,4,-3.556,0.0346,0.0211,0.0178,0.141,0.743,127.949,4,saved,0,1
0.354,0.272,2,-13.642,0.0295,0.907,0.612,0.0848,0.263,90.566,4,saved,1,0
0.698,0.633,8,-4.946,0.0597,0.0605,0.000194,0.0926,0.552,96.924,4,saved,1,0
0.511,0.363,4,-7.65,0.041,0.816,0.0317,0.084,0.169,144.892,4,saved,0,1
0.695,0.573,4,-8.597,0.106,0.46,0.0734,0.482,0.408,99.939,4,saved,0,1
0.618,0.693,1,-7.889,0.333,0.44,0.759,0.101,0.439,143.98,4,saved,0,1
0.532,0.292,8,-10.167,0.381,0.84,0.0,0.321,0.635,82.441,4,saved,0,1
0.612,0.348,7,-10.664,0.512,0.706,0.0,0.104,0.197,81.145,4,saved,1,0
0.39,0.54,3,-14.697,0.126,0.822,1.17e-06,0.947,0.617,73.038,3,saved,0,1
0.636,0.538,1,-7.725,0.312,0.738,0.0,0.149,0.514,83.508,4,saved,1,0
0.186,0.428,9,-8.791,0.032,0.649,0.000145,0.0877,0.273,163.975,4,saved,0,1
0.535,0.637,6,-6.799,0.311,0.369,0.0,0.084,0.384,80.775,5,saved,1,0
0.695,0.807,9,-5.123,0.0346,0.0121,0.0,0.266,0.4,91.947,4,saved,1,0
0.752,0.743,10,-6.161,0.299,0.281,2.45e-06,0.543,0.485,89.065,4,saved,1,0
